address,property_overview,price,property_url,purpose,property_description,num_bath_rooms,num_bed_rooms,area,cctv-security-amenity,parking-spaces-amenity,elevators-in-building-amenity,broadband-internet-amenity,maintenance-staff-amenity,building_type,building_nature,flooring-amenity,balcony-or-terrace-amenity,city,locality,address_1
"Nazir Shankarpur,Jessore Sadar,Jessore,Nazir Shankarpur,Jessore Sadar,Jessore,Zero Point,IT Park Shonkarpur","Match member required in new flat, two room flat, one modern washroom, one modern kitchen room, two balconies, one big drawing room.",100000,https://www.thetolet.com/en/jessore/jessore-sadar/30436/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,2,970,,,,,,Apartment,Residential,Yes,Yes,,,"Nazir Shankarpur,Jessore Sadar,Jessore,Nazir Shankarpur,Jessore Sadar,Jessore,Zero Point,It Park Shonkarpur"
"narda,Bashundhara R.A,Dhaka,narda,Bashundhara R.A,Dhaka,Near Bashundhara Bus Stops",,260000,https://www.thetolet.com/en/dhaka/bashundhara-r-a/30438/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,2,0,,,,,,Apartment,Residential,Yes,,Dhaka,Bashundhara R.A,"Narda,Narda,Near Bashundhara Bus Stops"
"B-60/9 Imandipur,Sa,B-60/9 Imandipur,Sa,B-60/9 Imandipur,Sa,Savar,Dhaka,B-60/9 Imandipur,Sa,B-60/9 Imandipur,Sa,B-60/9 Imandipur,Sa,Savar,Dhaka,*Imandipur Chowrasta To Gabtola Bazar Road.
*Opposite To Saudia Building.
*10 Minutes Walking Distan","* Newly constructed modern building., * All stairs, floor, kitchen, toilet are Tiles fitted., *Modern sanitary fittings , *King size window., * South-West-North side completely open., * Available sunlight with well ventilation., * Very comfortable Stairs elevation, *10 minutes walking distance from Thana Road Bus stand., *Private car -Motorcycle garage facilities , *Wifi facilities , *Fire extinguisher facilities , *Full time Water supply, *Adjacent to Main transport road., *Cabinet case (Like as Book shelf), *Roof garden with sitting stairs., *Well decorated entrance gate.",550000,https://www.thetolet.com/en/dhaka/savar/30441/family-house-tolet-from-january,Rent,Family House Tolet From January ,2,3,1050,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Savar,"B-60/9 Imandipur,Sa,B-60/9 Imandipur,Sa,B-60/9 Imandipur,Sa,B-60/9 Imandipur,Sa,B-60/9 Imandipur,Sa,B-60/9 Imandipur,Sa,*Imandipur Chowrasta To Gabtola Bazar Road.
*Opposite To Saudia Building.
*10 Minutes Walking Distan"
"Mohammadpur,Dhaka,Mohammadpur,Dhaka,Shyamoli Textiles Engineering College",,0,https://www.thetolet.com/en/dhaka/mohammadpur/30443/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,3,0,,,,,,Apartment,Residential,,,Dhaka,Mohammadpur,Shyamoli Textiles Engineering College
"Dhaka uddan,Chondrima road 4,17,Mohammadpur,Dhaka,Dhaka uddan,Chondrima road 4,17,Mohammadpur,Dhaka,Chondrima Real State","New flat, rent from January, Bed 3, Bath 3, Balcony 2, Drawing, Dining",1200000,https://www.thetolet.com/en/dhaka/mohammadpur/30447/family-house-tolet-from-january,Rent,Family House Tolet From January ,3,3,1105,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Mohammadpur,"Dhaka Uddan,Chondrima Road 4,17,Dhaka Uddan,Chondrima Road 4,17,Chondrima Real State"
"Mirpur,Dhaka,Mirpur,Dhaka,১৩৭/১,মধ্য পাইকপাড়া (নতুন বউ বাজার),মিরপুর,ঢাকা","From 1st January / 1 Room Sublet (Sublet) / Separate Bathroom / Mirpur, ✔ 1 Room Rent / Sublet Rent ✔ Separate Bathroom ✔ Gas, Water, Electricity, Fridge ✔ Facility to use Wi-Fi ✔ From 1st January 2023 ✔ Male Employed or Students ✔ Bua can be arranged for cooking ✔ To know the location search by typing Q9Q6+QG Dhaka in browser search bar or Google map.",380000,https://www.thetolet.com/en/dhaka/mirpur/30449/sublet-room-tolet-from-january,Rent,Sublet Room Tolet From January ,1,1,0,,,,Yes,,Apartment,Residential,Yes,,Dhaka,Mirpur,"১৩৭/১,মধ্য পাইকপাড়া (নতুন বউ বাজার),মিরপুর,ঢাকা"
"Block# C,2,4,Aftab Nagar,Dhaka,Block# C,2,4,Aftab Nagar,Dhaka,Block # C",,0,https://www.thetolet.com/en/dhaka/aftab-nagar/30451/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,3,3,0,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Aftab Nagar,"Block# C,2,4,Block# C,2,4,Block # C"
"Kallyanpur,Dhaka,Kallyanpur,Dhaka,Navana Garden,Navana Tulip(B-5)",,600000,https://www.thetolet.com/en/dhaka/kallyanpur/30452/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,Yes,Yes,Dhaka,,"Kallyanpur,Kallyanpur,Navana Garden,Navana Tulip(B-5)"
"Farmgate,Dhaka,Farmgate,Dhaka,Green Road",,400000,https://www.thetolet.com/en/dhaka/farmgate/30453/hostel-seat-tolet-from-february,Rent,Hostel Seat Tolet From February ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,,"Farmgate,Farmgate,Green Road"
"1,6,Hazaribag,Dhaka,1,6,Hazaribag,Dhaka,6no,Moneshwar,1st Lane,Hazaribagh,Dhaka - 1209","From next February (5 minutes walking distance from BDR No. 5 gate) flat will be rented in Monrom environment and all modern facilities. Facilities: Elevator, generator, security guard, CCTV camera.",0,https://www.thetolet.com/en/dhaka/hazaribag/30455/family-house-tolet-from-february,Rent,Family House Tolet From February ,3,3,1050,,,,,,Apartment,Residential,,Yes,Dhaka,Hazaribag,"1,6,1,6,6No,Moneshwar,1St Lane,Hazaribagh,Dhaka - 1209"
"জুগিয়া কদমতলা,মেইন রোড,মুনসুর ভবন,Kushtia Sadar,Kushtia,জুগিয়া কদমতলা,মেইন রোড,মুনসুর ভবন,Kushtia Sadar,Kushtia,মুনসুর বিড়ি ফ্যাক্টরি","Ceiling decoration interior luxury vip 3 bedroom attest bathroom living drawing room crissene box cabinet ceiling lighting luxury painting. tasteful new flat done. In four storied building, three storied flats are available for rent., Contact Address: Munchur Bidi Factory (Munchur Bhavan) along Jugia Main Road. , Rent: 10000/- (Negotiable) No advance payment required, Mobile number 01715849087,01724158404",1000000,https://www.thetolet.com/en/kushtia/kushtia-sadar/30458/family-house-tolet-from-january,Rent,Family House Tolet From January ,2,3,3000,,,,,,Apartment,Residential,Yes,Yes,,,"জুগিয়া কদমতলা,মেইন রোড,মুনসুর ভবন,Kushtia Sadar,Kushtia,জুগিয়া কদমতলা,মেইন রোড,মুনসুর ভবন,Kushtia Sadar,Kushtia,মুনসুর বিড়ি ফ্যাক্টরি"
"Karwan Bazar,Dhaka,Karwan Bazar,Dhaka,House No-150 Tejturi Bazar",,1800000,https://www.thetolet.com/en/dhaka/karwan-bazar/30459/family-house-tolet-from-february,Rent,Family House Tolet From February ,2,2,800,,,,,,Apartment,Residential,Yes,Yes,Dhaka,,"Karwan Bazar,Karwan Bazar,House No-150 Tejturi Bazar"
"10,16,15,Mirpur,Dhaka,10,16,15,Mirpur,Dhaka,Mirpur-13 Desco,Central Store","sublet vara hobe,",700000,https://www.thetolet.com/en/dhaka/mirpur/30460/sublet-room-tolet-from-january,Rent,Sublet Room Tolet From January ,1,1,0,,,,,,Apartment,Residential,Yes,,Dhaka,Mirpur,"10,16,15,10,16,15,Mirpur-13 Desco,Central Store"
"116/A,Wari,Dhaka,116/A,Wari,Dhaka,116/A,Shorot Gupto Road,Narinda,Dhaka",,3000000,https://www.thetolet.com/en/dhaka/wari/30461/office-space-tolet-from-january,Rent,Office Space Tolet From January ,1,1,1036,,,,,,Office,Commercial,,,Dhaka,,"116/A,Wari,116/A,Wari,116/A,Shorot Gupto Road,Narinda"
"60feet Mizan Moshjee,60 Feet Road,Dhaka,60feet Mizan Moshjee,60 Feet Road,Dhaka,Mizan Moshjeed Goli","#URGENT , fully tiled from 1st January 2023 in nice pleasant environment, two match members required, seat number : 02, facilities : 24/7 hours gas electricity water, (cooking facility available or bore food facility available), location : 60 Fit, broken bridge Mizan mosque street, with water pump, (60 feet to house location is very easy), if anyone needs call the following number, Whatsapp/Contact : 01902139665,01683660330",300000,https://www.thetolet.com/en/dhaka/60-feet-road/30464/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,3,3,0,,,,,,Apartment,Residential,Yes,Yes,Dhaka,,"60Feet Mizan Moshjee,60 Feet Road,60Feet Mizan Moshjee,60 Feet Road,Mizan Moshjeed Goli"
"454,Kafrul,Dhaka,454,Kafrul,Dhaka,Panipath South Kafrul.","Vision Jahura Twin Complex, is welcoming you all, , , Flat Size: 1450 & 1470, , South Building Floor Number:, 3,5,7,8 & 10 Available., , North Building Floor Number:, 3,5 ,7,9 and 10 available., , 3 bedrooms, 3 bathrooms, 3-4 balconies, kitchen, drawing room, dining room, , ground and basement parking for all flats, , facilities: , all time lift 24 hours ., WASA line + submersible pump. Substation., Stand By Generator., Prayer Room., Community Room., Many More……, , All Flat Rent Details: , Flat Rent 30000/- (Negotiable). Service Charge 3000/-, Car Parking 2000/-",0,https://www.thetolet.com/en/dhaka/kafrul/30465/family-house-tolet-from-january,Rent,Family House Tolet From January ,3,3,14501470,,,,,,Apartment,Residential,,Yes,Dhaka,Kafrul,"454,454,Panipath South Kafrul."
"144,Badda,Dhaka,144,Badda,Dhaka,Dadar Bazar","2 bedrooms and 1 dining room 1 bathroom and 1 kitchen , house rent 10000 tk , gas bill (cylinder), electric bill (prepaid), water bill(500)",0,https://www.thetolet.com/en/dhaka/badda/30467/family-house-tolet-from-january,Rent,Family House Tolet From January ,1,2,475,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Badda,"144,144,Dadar Bazar"
"R/A,02,Dhanmondi,Dhaka,R/A,02,Dhanmondi,Dhaka,Near Of Yellow Cafe","Very nice area near of City college, Star Kabab & Popular Hospital.",0,https://www.thetolet.com/en/dhaka/dhanmondi/30470/family-house-tolet-from-january,Rent,Family House Tolet From January ,3,3,1675,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Dhanmondi,"R/A,02,R/A,02,Near Of Yellow Cafe"
"10,10,8,Badda,Dhaka,10,10,8,Badda,Dhaka,Badda Gudaraght",don't fall,370000,https://www.thetolet.com/en/dhaka/badda/30471/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,1800,,,,,,Apartment,Residential,Yes,,Dhaka,Badda,"10,10,8,10,10,8,Badda Gudaraght"
"Karwan Bazar,Dhaka,Karwan Bazar,Dhaka,Full Furnished Office Room Rent @Kawran Bazaar,20/21,Garden Road,West Kawran Bazaar","Full Furnished Office Room Rent @Kawran Bazaar, * Next to the main road next to Kawran Bazar's material station...... firm+ Export-Import + Others) our office rooms will be rented out.,  , *Opportunity and environment for business meetings and full independent working ., *(Entrepreneurs in IT sector foremost).,  , # Any business meeting for short duration. Or there is an opportunity to rent a fully equipped office or lab room to conduct seminars. Rent will be negotiable., # Benefits:, 1. There is 24/7 security by CC cameras., 2. Lift is available., 4. Rooms have separate bathroom facilities., 5. Each room is equipped with 3 comfortable sitting chairs + 1 large office desk + 3 seater sofa + 1 telephone set and 1 locker., 7. There is an opportunity to work continuously in an open environment with south facing and full light and air., 8. Car parking is available. *Conditions applicable, 9. There is common reception room, kitchen and common bathroom for all., 10. To avoid any additional expenses and hassles for running the office, all expenses have been included in one package, i.e. there are no hidden charges. Lift Charge, Electricity Bill, WIFI Bill and others all expenses will be borne by us. In short, we provide you the opportunity to conduct business in a modern environment and business area to conduct business activities free from all kinds of hassles. See first then decide..., which one is suitable for your organization. No type of office rent will be provided for such business minded businesses. So please kindly do not disturb such business minded persons.], , ( *Interested persons are kindly requested to contact the desired number for details.)",1200000,https://www.thetolet.com/en/dhaka/karwan-bazar/30475/office-space-tolet-from-january,Rent,Office Space Tolet From January ,3,2,1000,Yes,1.0,Yes,Yes,,Office,Commercial,Yes,,Dhaka,,"Karwan Bazar,Karwan Bazar,Full Furnished Office Room Rent @Kawran Bazaar,20/21,Garden Road,West Kawran Bazaar"
"block A,01,29,Gulshan,Dhaka,block A,01,29,Gulshan,Dhaka,Beside Herfy Reaturant By Walking Five Minutes Walking Distance","there have one emergency exit ,,furnished room ,sharing kitchen ,for female students two .",1500000,https://www.thetolet.com/en/dhaka/gulshan/30478/sublet-room-tolet-from-january,Rent,Sublet Room Tolet From January ,1,1,200,Yes,1.0,Yes,,,Apartment,Residential,Yes,Yes,Dhaka,Gulshan,"Block A,01,29,Block A,01,29,Beside Herfy Reaturant By Walking Five Minutes Walking Distance"
"Madhya Badda Bazar R,Badda,Dhaka,Madhya Badda Bazar R,Badda,Dhaka,Adorshonagar 11 Soroni",,1250000,https://www.thetolet.com/en/dhaka/badda/30479/family-house-tolet-from-january,Rent,Family House Tolet From January ,2,3,0,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Badda,"Madhya Badda Bazar R,Madhya Badda Bazar R,Adorshonagar 11 Soroni"
"13 no boot monipuri,94,Farmgate,Dhaka,13 no boot monipuri,94,Farmgate,Dhaka,Monipuri Para,farmget,Dhaka","Farmget sate monipuri parai flat basa ..vip students hostel..24 hours gas, curent, water, wifi and CCTV camera zone.. timely good food and room clean service paben..higher security system.. versity medical admission student thakte paren.. monipuri para akta higher security area..***boys and girls difference hostels , Contact no 01990554157",1100000,https://www.thetolet.com/en/dhaka/farmgate/30480/hostel-seat-tolet-from-january,Rent,Hostel Seat Tolet From January ,1,1,0,,,,,,Apartment,Residential,Yes,Yes,Dhaka,,"13 No Boot Monipuri,94,Farmgate,13 No Boot Monipuri,94,Farmgate,Monipuri Para,Farmget"
"10,36/1,Basabo,Dhaka,10,36/1,Basabo,Dhaka,North Bashabo 36/1",,600000,https://www.thetolet.com/en/dhaka/basabo/30481/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,2,1,0,,,,,,Apartment,Residential,Yes,Yes,Dhaka,,"10,36/1,Basabo,10,36/1,Basabo,North Bashabo 36/1"
"6,Alaul Avenue,30,Uttara,Dhaka,6,Alaul Avenue,30,Uttara,Dhaka,Ashirbad,Alaul Avenue,Uttara.",,3000000,https://www.thetolet.com/en/dhaka/uttara/30483/family-house-tolet-from-january,Rent,Family House Tolet From January ,2,2,1100,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Uttara,"6,Alaul Avenue,30,6,Alaul Avenue,30,Ashirbad,Alaul Avenue,Uttara."
"11,Kallyanpur,Dhaka,11,Kallyanpur,Dhaka,Road 11. Kallyanpur",,1500000,https://www.thetolet.com/en/dhaka/kallyanpur/30485/family-house-tolet-from-january,Rent,Family House Tolet From January ,3,3,1300,,,,,,Apartment,Residential,Yes,Yes,Dhaka,,"11,Kallyanpur,11,Kallyanpur,Road 11. Kallyanpur"
"Pabna Sadar,Pabna,Pabna Sadar,Pabna,সিংগা পালপাড়া",For Hindu family only,0,https://www.thetolet.com/en/pabna/pabna-sadar/30486/family-house-tolet-from-february,Rent,Family House Tolet From February ,2,2,0,,,,,,Apartment,Residential,Yes,Yes,,,"Pabna Sadar,Pabna,Pabna Sadar,Pabna,সিংগা পালপাড়া"
"Gopibag 5th lane.,112/b R K Mission ro,Motijheel,Dhaka,Gopibag 5th lane.,112/b R K Mission ro,Motijheel,Dhaka,Near Motijheel Shapla Chattar","**Only 5 minutes from Motijheel Shapla Chattar**, **Very good deal for bachelor(3) and small family**, **Location: 112/BRK Mission Road, Gopibagh Pancham Lane, Pancham Thala. With Kamalapur field. , **Rent: 12,000 & Utility & Service Charge: 2,000 (Line Gas, Electricity, Water, Security). , ** A new decorative flat of 500 square feet with 1 bed, 1 drawing, 1 balcony, 1 bathroom and kitchen. 01908834800",1400000,https://www.thetolet.com/en/dhaka/motijheel/30487/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,2,500,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Motijheel,"Gopibag 5Th Lane.,112/B R K Mission Ro,Gopibag 5Th Lane.,112/B R K Mission Ro,Near Motijheel Shapla Chattar"
"1,1,2,Panchlaish,Chittagong,1,1,2,Panchlaish,Chittagong,বারেক শাহ মাজারের বিপরীত পাশে,হাজিপাড়া,আতুর ডিপু,মুরাদপুর,চট্টগ্রাম।","SPACE FOR FACTORY / FACTORY TO BE RENTED, FLOOR- ONE OR, ONE AND TWO FLOORS, FLOOR SIZE- , PER FLOOR- 55'X 29'=1595', FIRST AND SECOND FLOOR TOTAL= 1595'X 2= 3190', , Address- Opposite Barek Shah Mazar, Hajipara, Atur Depu, Muradpur, Chittagong.",100,https://www.thetolet.com/en/chittagong/panchlaish/30489/office-space-tolet-from-january,Rent,Office Space Tolet From January ,1,1,3193,,,,,,Office,Commercial,Yes,Yes,,Panchlaish,"1,1,2,Chittagong,1,1,2,Chittagong,বারেক শাহ মাজারের বিপরীত পাশে,হাজিপাড়া,আতুর ডিপু,মুরাদপুর,চট্টগ্রাম।"
"Mirpur 1,Mazar road,234/1A,Mirpur,Dhaka,Mirpur 1,Mazar road,234/1A,Mirpur,Dhaka,Krishnochura Residential Area( Front Of Buddhijibi",,650000,https://www.thetolet.com/en/dhaka/mirpur/30490/family-house-tolet-from-january,Rent,Family House Tolet From January ,1,1,0,Yes,,,Yes,,Apartment,Residential,Yes,Yes,Dhaka,Mirpur,"Mirpur 1,Mazar Road,234/1A,Mirpur 1,Mazar Road,234/1A,Krishnochura Residential Area( Front Of Buddhijibi"
"01,মিরপুর 1,238/1e,Mirpur,Dhaka,01,মিরপুর 1,238/1e,Mirpur,Dhaka,238/1","Flat for rent Flat for rent From February 2023 Two five room flats for rent Rs.13000 per month Negotiable The flat is located on the 3rd floor and 5th floor of the building, lift A-2, another D Known as -4, flat size 1000 sq ft, , , south facing flat location, flat facilities, 01-- 24 hours water supply, 02. - 24 hours of gas (prepaid card system), 03- 24 hours of electricity, according to electricity bill meter, 04.- Monitoring by CC camera, 05. P. B. In the system of Xx phone, someone is actually notified by calling or, 06. The arrangement of the lift is in Aceh, 07. The flat is facing south, 08. The flat is fully tiled, 09./24 hours concierge, Living Room-03, Drawing Room-01, Dining Room-01, Total 5 Rooms, High Commut Bath-01, Plain Bath - 01 T, Balcony-02 T, Pakghar-01, Rent Per Month - Tk 13000, Negotiable, Water = 1000 (24 Hours Water), Gas + (24 Hours Gas) Prepaid Card System, Service Charge = 3000 (including common electricity bill, lift charge, porter's salary, stair cleaning boy's salary, and incidental expenses), subject to negotiation, , dirt and night guard bill 260 taka, , , address of flat-, anywhere in Bangladesh, From there you will first come to Mirpur bus stand number one, then you will take a rickshaw and tell the rickshaw puller that you will go to Salimuddin Market. 1st, Salimuddin Market Road, Ahmed Nagar, Paikpara, Mirpur-01, Dhaka-1216, , RFL BEST BUY SHOWROOM Showroom building, everyone will know that BUILDING, , (Mirpur-01 Opposite Kiangsi Chinese and come through Bashir Uddin School signboard lane ), , Mobile= 01929611179, -01958519230 Manager",1300000,https://www.thetolet.com/en/dhaka/mirpur/30491/family-house-tolet-from-february,Rent,Family House Tolet From February ,2,3,1000,,,,,,Apartment,Residential,Yes,,Dhaka,Mirpur,"01,মিরপুর 1,238/1E,01,মিরপুর 1,238/1E,238/1"
"Demra,Dhaka,Demra,Dhaka,Matuail.madrasa.bazar","2 rooms, a little dining space and gas bill, water bill is ours",1000000,https://www.thetolet.com/en/dhaka/demra/30492/family-house-tolet-from-january,Rent,Family House Tolet From January ,1,2,1000,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Demra,Matuail.Madrasa.Bazar
"শ্রীনগর,ঝুমূর হল রোড,398,Sreenagar,Munshiganj,শ্রীনগর,ঝুমূর হল রোড,398,Sreenagar,Munshiganj,শ্রীনগর,পোদ্দার পাড়া,কাঠের পুলের বিপরীতে",Hindu family is 4-6 persons.,600000,https://www.thetolet.com/en/munshiganj/sreenagar/30493/family-house-tolet-from-january,Rent,Family House Tolet From January ,2,2,800,,,,,,Apartment,Residential,Yes,Yes,,,"শ্রীনগর,ঝুমূর হল রোড,398,Sreenagar,Munshiganj,শ্রীনগর,ঝুমূর হল রোড,398,Sreenagar,Munshiganj,শ্রীনগর,পোদ্দার পাড়া,কাঠের পুলের বিপরীতে"
"Dendabor,Pallibidyu,1343,06,Savar,Dhaka,Dendabor,Pallibidyu,1343,06,Savar,Dhaka,Dendabor,Pallibidyut,Ashulia,Savar,Dhaka",""" Female sublet required "", A working/student female sublet required in a flat house with separate bathroom, gas, electricity facilities., Contact: Denderb Paschimpara, Fakirbarir Mor, Pallividyut, Ashulia, Savar, Dhaka., Mobile: 01618870121",300000,https://www.thetolet.com/en/dhaka/savar/30495/sublet-room-tolet-from-january,Rent,Sublet Room Tolet From January ,1,1,112,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Savar,"Dendabor,Pallibidyu,1343,06,Dendabor,Pallibidyu,1343,06,Dendabor,Pallibidyut,Ashulia"
"Kotwali,Chittagong,Kotwali,Chittagong,ASKAR DIGHIR PAR,JAMALKHAN,CHOTTAGONG.","2 Rooms, 1 Bath, 1 Kitchen for Hindu Small Family. Line Gas. Wasa Line. Unlimited Electricity. Gas+Electricity+Water bill Total: TK. 10600/- (Negotiable)",1060000,https://www.thetolet.com/en/chittagong/kotwali/30496/family-house-tolet-from-january,Rent,Family House Tolet From January ,1,1,160,,,,,,Apartment,Residential,Yes,,,Kotwali,"Chittagong,Chittagong,Askar Dighir Par,Jamalkhan,Chottagong."
"নাই,মাছ বাজার,নাই,Kamrangirchar,Dhaka,নাই,মাছ বাজার,নাই,Kamrangirchar,Dhaka,মাছ বাজার গল্লি,আলি নগর,কাম্রাংগির চর।",I will rent a factory of 1080 square feet. I need a tenant from February 1. It is better if it is burkha or three piece. The rent will be 18000 and I have to pay 100000 in advance. The current bill has to be borne by the tenant.,1800000,https://www.thetolet.com/en/dhaka/kamrangirchar/30497/office-space-tolet-from-february,Rent,Office Space Tolet From February ,1,1,0,,,,,,Office,Commercial,Yes,,Dhaka,Kamrangirchar,"নাই,মাছ বাজার,নাই,নাই,মাছ বাজার,নাই,মাছ বাজার গল্লি,আলি নগর,কাম্রাংগির চর।"
"DHAKA-1215,East Raja Bazar,124/A,Farmgate,Dhaka,DHAKA-1215,East Raja Bazar,124/A,Farmgate,Dhaka,124/A East Raja Bazar,Koborstan Goly",4 seats in 1 room will be rented for male students of admission. Food quality is good.,850000,https://www.thetolet.com/en/dhaka/farmgate/30498/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,Yes,Yes,Dhaka,,"Dhaka-1215,East Raja Bazar,124/A,Farmgate,Dhaka-1215,East Raja Bazar,124/A,Farmgate,124/A East Raja Bazar,Koborstan Goly"
"Mirpur,Dhaka,Mirpur,Dhaka,মিরপুর -১২","For student bachelors, room will be given on rent., Facilities:, 1. New house fully tiled., 2. Roof access available., 3. Wifi available., 4. Filtering water available., 5. All accommodation. Starting from 6500 including., Address: Mirpur-12",0,https://www.thetolet.com/en/dhaka/mirpur/30499/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Mirpur,মিরপুর -১২
"Azimpur,Dhaka,Azimpur,Dhaka,৩৩/৩ এ,৬ তলা,স্বনলতা বিল্ডিং,বটতলা আজিমপুর","From 1st January 2 non-smoking student roommates required for 3 person room in single bed in tiled apartment house., Address : 33/3A, 6th Floor, Swanlata Building, Battala Azimpur., ​​Facilities :, *Single bed, *Fridge, *Wifi, *Good facilities for storing bikes in the garage under the house, *24/7 water, gas, electricity, *Mill system 3 meals a day, *Choki, mattress, *Roof available, Rent: Tk 2700",270000,https://www.thetolet.com/en/dhaka/azimpur/30501/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,,"Azimpur,Azimpur,৩৩/৩ এ,৬ তলা,স্বনলতা বিল্ডিং,বটতলা আজিমপুর"
"Khilgaon,Dhaka,Khilgaon,Dhaka,খিলগাঁও (চৌরাস্তা,তিলপাপাড়া)","Seat for rent - 01 January 2023, Khilgaon (Chowrasta, Tilpapara) 2 room family flat for bachelor boys in a large room for rent. There will be only two people in the room You can live on your own in a quiet and pleasant environment. Rent - 3000|=",300000,https://www.thetolet.com/en/dhaka/khilgaon/30502/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Khilgaon,"খিলগাঁও (চৌরাস্তা,তিলপাপাড়া)"
"Adabor,Dhaka,Adabor,Dhaka,আদাবর ৩ নং রোড,আদাবর থানার পিছনে,শ্যামলী","From 1st January, 1 person in a room of 2 people will be vacant in the bachelor house, (there is a wash room with the room), (admission student is better), Address: Adabar No. 3 Road, Behind Adabar Police Station, Shyamoli, Mohammad Pur.",0,https://www.thetolet.com/en/dhaka/adabor/30503/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Adabor,"আদাবর ৩ নং রোড,আদাবর থানার পিছনে,শ্যামলী"
"Ramna,Dhaka,Ramna,Dhaka,সিদ্ধেশ্বরী ডিগ্রি কলেজ এর বিপরীত দিকেই,রমনা ঢাকা-১২১৭","Seats will be rented!, from next January !!!, 5th floor!!! (with lift) , nice pleasant and quiet environment , very close to Malibagh beehive market ( two minutes walk from house to beehive ) along main road , fully tiled , common bathroom with ample light and air around (no lights required during day time) ),,,(24 hours water, electricity and security controlled by CC camera) , drawing-dining space, one seat will be rented. Need a student or working bachelor?, Good eating facilities, mattress-pillows will be provided. (No need to bring anything extra) Wifi is available., There is a table arrangement for studying. , you can use the wardrobe to store clothes. , Fare- 6500 (seat fare 3000+2 meals 3500) (Lunch & Night), Location : Opposite Siddheshwari Degree College/Next to Sirajul Islam Medical Hospital, Ramna Dhaka-1217",650000,https://www.thetolet.com/en/dhaka/ramna/30504/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,,"Ramna,Ramna,সিদ্ধেশ্বরী ডিগ্রি কলেজ এর বিপরীত দিকেই,রমনা ঢাকা-১২১৭"
"Malibag,Dhaka,Malibag,Dhaka,মৌচাক/ফরচুন শপিংমল এর বিপরীত পাশে,কোন গলিতে যেতে হয় না","Female roommate required, ? From next January (only for tasteful students/working girls!), ✅ Rent: 4300/= (all bills included) , ?Flat fully light -air full quiet environment. North-South facing., ?Amenities:, ?Gas ,Water, Electricity, Wifi, Lift, Fridge, Buoy, Generator, Bills included., ?Full time Security Guard and CCTV Covered., ?Location: Opposite Beehive/Fortune Shopping Mall, No lane to main road.",430000,https://www.thetolet.com/en/dhaka/malibag/30505/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,,"Malibag,Malibag,মৌচাক/ফরচুন শপিংমল এর বিপরীত পাশে,কোন গলিতে যেতে হয় না"
"Mirpur,Dhaka,Mirpur,Dhaka,মিরপুর ১১","Room mate required from January 01. There is attached bathroom inside the room. Balcony available.wifi ,facilities available.Job GB or Student., Location: Mirpur 11, Jamela free. Quiet environment. Door key system.",0,https://www.thetolet.com/en/dhaka/mirpur/30507/bachelor-house-tolet-from-january,Rent,Bachelor House Tolet From January ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Mirpur,মিরপুর ১১
