area,building_type,building_nature,num_bath_rooms,num_bed_rooms,price,property_description,property_overview,property_url,purpose,city,locality,address,maintenance-staff-amenity,security-staff-amenity,facilities-for-disabled-amenity
,Apartment,NA,1.0,1.0,36000.0,"Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Website: https://www.hotels.com.bd/two-room,
YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","Parking Spaces,Electricity Backup,Beautiful View,Balcony,CCTV Security,Elevator",https://www.toleter.com/property/bd1585/,Rent,NA,Bashundhara R/A,,yes,yes,NA
4035.0,Apartment,NA,2.0,2.0,36000.0,"Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Website: https://www.hotels.com.bd/two-room,
YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","Built in Year : 2020,Size 375 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Others Main Features",https://www.toleter.com/property/bd1555/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5 Japan Street,",yes,yes,yes
4035.0,Apartment,NA,1.0,1.0,36000.0,"Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Website: https://www.hotels.com.bd/two-room,
YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","Built in Year : 2020,Size 375 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1577/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5 Japan Street,",yes,yes,yes
8608.0,Apartment,NA,2.0,2.0,48000.0,"Furnished 2BHK Serviced Apartment RENT In Bashundhara,
Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
YouTube,
1. https://www.hotels.com.bd/rental/apartment-two-bedroom,
2. https://www.youtube.com/watch?v=xB_m6tVSiok,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","Built in Year : 2020,Size 800 Sq. Meter,Floors: 2,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1575/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5 Japan Street,",yes,yes,NA
8608.0,Apartment,NA,1.0,1.0,36000.0,"Bashundhara R/A will be rented 2 bedroom (well -equipped) service apartment.Short-terms with kitchen, TV, refrigerator, WiFi, microwave oven, A/C are provided.
.,
Facility facility :,
> WiFi, TV,
> Swimmingpool, AC, Gym,
> Theater & Security,
> Laundry & Daily Cleaning Service,
> Grocery Shop & Cabinet Kitchen,
> Refrigerator & microwave,
.,
Click for 2 room flats :,
> https://www.hotels.com.bd/two-room,
> https: //www.youtube.com/watch? v = b_dwfqx8jkk,.,
Contact for booking:,
12-5,
120","Built in Year : 2020,Size 800 Sq. Meter,Parking Spaces,flooring,Waste Disposal,Beautiful View,Balcony,CCTV Security,Others Main Features",https://www.toleter.com/property/bd1579/,Rent,NA,,"Jcex Tower, 1 /A, Block-Eye, Level 1 Japan Street, Bashundhara R /A,",yes,yes,yes
4035.0,Apartment,NA,2.0,2.0,36000.0,"Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Website: https://www.hotels.com.bd/two-room,
YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk,
.,
Contact For Booking:,
+88 01712553547","Built in Year : 2020,Size 375 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features",https://www.toleter.com/property/bd1549/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5 Japan Street,",yes,yes,yes
9415.0,Apartment,NA,2.0,2.0,55000.0,"Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All  the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/rental/apartment-furnished,
YouTube: https://www.youtube.com/watch?v=8kJKBg9LRkM&t=2s,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","Built in Year : 2021,Size 875 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1533/,Rent,NA,Bashundhara R/A,"Jcx Tower,1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
4035.0,Apartment,NA,1.0,1.0,36000.0,"Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven,  A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Website: https://www.hotels.com.bd/two-room,
YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2021,Size 375 Sq. Meter,Floors: 4,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,Elevator,Others Main Features",https://www.toleter.com/property/bd1536/,Rent,NA,Bashundhara R/A,"Jcx Tower,1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Bashundhara R/A will be rented 2 bedroom (well -equipped) service apartment.Short-terms with kitchen, TV, refrigerator, WiFi, microwave oven, A/C are provided.
.,
Facility facility :,
> TV, refrigerator, A/C,
> Security and Laundry Service,
> Clean the room and the bathroom every day,
> Filters, washing machines, LP gas,
> WiFi, microwave oven, gizer,
.,
Click for 2 bedrooms :,
> https://www.hotels.com.bd/rental/apartment-two-bedroom,
> https://www.youtube.com/watch?v=XB_M6TVSIOK,
.,
Contact for booking:,
12-5,
120","Built in Year : 2022,Size 800 Sq. Meter,Floors: 7,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1547/,Rent,NA,Bashundhara R/A,"Jessix, Business Tower, Japanese Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Youtube:,
1.https://www.youtube.com/watch?v=yp440KIPCvc,
2.https://www.youtube.com/watch?v=xB_m6tVSiok,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2021,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1538/,Rent,NA,Bashundhara R/A,"Jcx Tower,1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
9415.0,Apartment,NA,2.0,2.0,55000.0,"Furnished 2BHK Serviced Flat Rent In Bashundhara,
Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/rental/apartment-furnished,
YouTube: https://www.youtube.com/watch?v=8kJKBg9LRkM&t=2s,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","Built in Year : 2020,Size 875 Sq. Meter,Floors: 8,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1540/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5 Japan Street, , .",yes,yes,yes
4035.0,Apartment,NA,1.0,1.0,36000.0,"Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven,  A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Website: https://www.hotels.com.bd/two-room,
YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2021,Size 375 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1542/,Rent,NA,Bashundhara R/A,"Jcx Tower,1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Furnished 2BHK Serviced Apartment RENT In Bashundhara,
Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
YouTube,
1. https://www.hotels.com.bd/rental/apartment-two-bedroom,
2. https://www.youtube.com/watch?v=xB_m6tVSiok,.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2020,Size 800 Sq. Meter,Floors: 7,Parking Spaces,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features",https://www.toleter.com/property/bd1545/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5 Japan Street,",yes,yes,yes
9415.0,Apartment,NA,2.0,2.0,55000.0,"Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All  the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/rental/apartment-furnished,
YouTube: https://www.youtube.com/watch?v=8kJKBg9LRkM&t=2s,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","Built in Year : 2021,Size 875 Sq. Meter,Floors: 4,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1529/,Rent,NA,Bashundhara R/A,"Jcx Tower,1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
4035.0,Apartment,NA,1.0,2.0,36000.0,"Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven,  A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Website: https://www.hotels.com.bd/two-room,
YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2022,Size 375 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1524/,Sale,NA,,"Two Room Furnished Serviced Apartment Rent In Bashundhara R/A,",yes,yes,NA
9415.0,Apartment,NA,2.0,2.0,55000.0,"Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All  the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/rental/apartment-furnished,
YouTube: https://www.youtube.com/watch?v=8kJKBg9LRkM&t=2s,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","Built in Year : 2022,Size 875 Sq. Meter,Floors: 4,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1526/,Rent,NA,Bashundhara R/A,"Jcx Tower,1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
8608.0,Apartment,NA,2.0,2.0,48000.0,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Youtube:,
1.https://www.youtube.com/watch?v=yp440KIPCvc,
2.https://www.youtube.com/watch?v=xB_m6tVSiok,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2021,Size 800 Sq. Meter,Floors: 4,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator",https://www.toleter.com/property/bd1531/,Rent,NA,Bashundhara R/A,"Jcx Tower,1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
9415.0,Apartment,NA,1.0,2.0,55000.0,"Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All  the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/rental/apartment-furnished,
YouTube: https://www.youtube.com/watch?v=8kJKBg9LRkM&t=2s,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","Built in Year : 2022,Size 875 Sq. Meter,Floors: 8,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1522/,Rent,NA,Bashundhara R/A,"Jcx Tower,1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
9415.0,Apartment,NA,2.0,1.0,55000.0,"Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All  the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/rental/apartment-furnished,
YouTube: https://www.youtube.com/watch?v=8kJKBg9LRkM&t=2s,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","Built in Year : 2022,Size 875 Sq. Meter,Floors: 4,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1502/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
9415.0,Apartment,NA,2.0,1.0,55000.0,"Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All  the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/rental/apartment-furnished,
YouTube: https://www.youtube.com/watch?v=8kJKBg9LRkM&t=2s,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","Built in Year : 2022,Size 875 Sq. Meter,Floors: 8,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator",https://www.toleter.com/property/bd1497/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
4035.0,Apartment,NA,2.0,1.0,36000.0,"Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven,  A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Website: https://www.hotels.com.bd/two-room,
YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","Built in Year : 2022,Size 375 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",https://www.toleter.com/property/bd1499/,Rent,NA,Bashundhara R/A,"Jcx Tower, 1136/A, Block-I, Level 5, Japan Street,",yes,yes,NA
