Amenities,Bathroom,Bedroom,Description,Location,MainFeatures,NearByLocation,PricePerMonth,PropertyType,Status,url
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Servant Quarters",Bathrooms: 2,Bedrooms: 2,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube: https://www.youtube.com/watch?v=qVIoVfPGFmA,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2021,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",Airport ( 10 km ),48000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1238/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Servant Quarters",Bathrooms: 2,Bedrooms: 2,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube: https://www.youtube.com/watch?v=qVIoVfPGFmA,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2021,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",Airport ( 10 km ),48000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1255/
"kitchens: 2,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Servant Quarters",Bathrooms: 2,Bedrooms: 2,"Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website:https://www.reit.com.bd/projects/on-going-projects,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2022,Size 875 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features","Airport ( 10 km ),Nearby Schools,Nearby Hospitals,Nearby Restaurants,Public Transport,Other Nearby Places",48000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1260/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Servant Quarters",Bathrooms: 2,Bedrooms: 2,"Two Bedroom Serviced Apartment Rent In Bashundhara R/A,
Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.banglamart.com/co-living/studio-aptt-rentals/,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2022,Size 875 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features","Airport ( 10 km ),Nearby Schools,Nearby Hospitals,Shopping Malls,Nearby Restaurants,Public Transport,Other Nearby Places",2 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1267/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Servant Quarters",Bathrooms: 2,Bedrooms: 2,"Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.banglamart.com/co-living/studio-aptt-rentals/,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096846","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2022,Size 875 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features","Airport ( 10 km ),Nearby Schools,Nearby Hospitals,Shopping Malls,Nearby Restaurants,Public Transport,Other Nearby Places",2 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1276/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Servant Quarters",Bathrooms: 2,Bedrooms: 2,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube: https://www.youtube.com/watch?v=qVIoVfPGFmA,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2021,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features","Airport ( 10 km ),Nearby Schools,Nearby Hospitals,Shopping Malls,Nearby Restaurants,Other Nearby Places",2 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1284/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room",Bathrooms: 2,Bedrooms: 2,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube: https://www.youtube.com/watch?v=qVIoVfPGFmA,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842",", ","Built in Year : 2022,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",Airport ( 10 km ),2 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1292/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Servant Quarters",Bathrooms: 2,Bedrooms: 2,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube: https://www.youtube.com/watch?v=qVIoVfPGFmA,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2022,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",Airport ( 10 km ),2 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1307/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Servant Quarters",Bathrooms: 2,Bedrooms: 2,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube: https://www.youtube.com/watch?v=qVIoVfPGFmA,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2021,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",Airport ( 10 km ),2 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1310/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Laundry Room,Servant Quarters",Bathrooms: 2,Bedrooms: 2,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube: https://www.youtube.com/watch?v=qVIoVfPGFmA,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2022,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",Airport ( 10 km ),2 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1319/
"kitchens: 1,Attached Bathroom",Bathrooms: 1,Bedrooms: 2,"Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available :,
> Grocery Shop, BBQ corner,
> Swimming Pool,Theatre room,,
> Gym with 24/7 and Jogging track,
> Daily Room & Bathroom Cleaning,
> Multi-purpose Hall Room With Full AC,
> Steam Bath, Thermal massager,
> Landscape With Sitting Arrangement,
.,
Please See more: https://www.banglamart.com/co-living/studio-apt-rentals/,
.,
Contact For Booking:,
+88 01712-553547,
+88 01921096842","JCX Business Tower, Plot – 1136/A Japan Street, Block – I, Level-5, Suite # H, Bashundhara R/A, Dhaka 1229, Bangladesh, ","Size 375 Sq. Meter,Parking Spaces,CCTV Security,Elevator,Others Main Features",Airport ( 30 km ),36000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1109/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Servant Quarters",Bathrooms: 2,Bedrooms: 2,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.,
.,
Facilities Available,
>Fully Furnished Apartment,
>Security & Laundry Service,
>Filter, Washing Machine, LP Gas,
>Drawing, Dining Space Available,
>Daily Room & Bathroom Cleaning,
>WiFi, Microwave oven, Geyser, A/C,
>Short-Term Rentals, TV, Refrigerator,
.,
Website: https://www.hotels.com.bd/…/2-bedroom-furnished…/,
YouTube: https://www.youtube.com/watch?v=qVIoVfPGFmA,
.,
Contact For Booking:,
+88 01712553547,
+88 01921096842","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2022,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator",Airport ( 10 km ),2 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1321/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room",Bathrooms: 2,Bedrooms: 2,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser,  Refrigerator, Wi-Fi, Microwave oven, A/C.,
Please See more:  https://www.reit.com.bd/projects/on-going-projects","JCX Tower, 1136/A, Block-I, Level -5, Japan Street, Bashundhara R/A, , .","Size 800 Sq. Meter,Parking Spaces,Electricity Backup,Beautiful View,Balcony",Airport ( 30 km ),48000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1036/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Laundry Room,Servant Quarters",Bathrooms: 2,Bedrooms: 2,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.So here you will get the best living service from our apartment . If you need any short-term and long-term rental for living kindly contact us and visit our website for more details.,
.,
Facilities Available,
1. Fully Furnished Apartment,
2. Security & Laundry Service,
3. Drawing, Dining Space Available,
4. Daily Room & Bathroom Cleaning,
5. WiFi, Microwave oven, Geyser, A/C,
6. Short-Term Rentals, TV, Refrigerator,
.,
Please See more: https://www.realestates.com.bd/live-projects/cash-flow-projects/,Contact For Booking:,
+88 01712-553547,
+88 01921096846,Location: JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2021,Size 800 Sq. Meter,Floors: 7,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",Airport ( 10 km ),48000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1041/
"kitchens: 1,Attached Bathroom",Bathrooms: 2,Bedrooms: 2,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.So here you will get the best living service from our apartment . If you need any short-term and long-term rental for living kindly contact us and visit our website for more details.,
.,
Facilities Available,
1. Fully Furnished Apartment,
2. Security & Laundry Service,
3. Drawing, Dining Space Available,
4. Daily Room & Bathroom Cleaning,
5. WiFi, Microwave oven, Geyser, A/C,
6. Short-Term Rentals, TV, Refrigerator,
.,
Please See more: https://www.realestates.com.bd/live-projects/cash-flow-projects/,
.,
Contact For Booking:,
+88 01712-553547,
+88 01921096846,Location: JCX TOWER, 1136/A, Block-I, Level 5,
Japan Street, Bashundhara R/A","JCX TOWER, 1136/A, Block-I, Level 5 Japan Street, Bashundhara R/A, , .","Size 800 Sq. Meter,Floors: 10,Parking Spaces,flooring,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features","Nearby Schools,Nearby Hospitals,Shopping Malls,Nearby Restaurants,Public Transport,Other Nearby Places",1 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1039/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room",Bathrooms: 2,Bedrooms: 2,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser,  Refrigerator, Wi-Fi, Microwave oven, A/C.,
Please See more:  https://www.reit.com.bd/projects/on-going-projects","JCX Tower, 1136/A, Block-I, Level -5, Japan Street, Bashundhara R/A, ","Size 800 Sq. Meter,Parking Spaces,Electricity Backup,Balcony,Others Main Features",Airport ( 30 km ),48000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1044/
"kitchens: 1,Attached Bathroom,Dining Room,Sitting Room",Bathrooms: 2,Bedrooms: 2,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.So here you will get the best living service from our apartment . If you need any short-term and long-term rental for living kindly contact us and visit our website for more details.,
.,
Facilities Available,
1. Fully Furnished Apartment,
2. Security & Laundry Service,
3. Drawing, Dining Space Available,
4. Daily Room & Bathroom Cleaning,
5. WiFi, Microwave oven, Geyser, A/C,
6. Short-Term Rentals, TV, Refrigerator,
.,
Please See more: https://www.realestates.com.bd/live-projects/cash-flow-projects/,
.,
Contact For Booking:,
+88 01712-553547,
+88 01921096846,Location: JCX TOWER, 1136/A, Block-I, Level 5,
Japan Street, Bashundhara R/A","JCX TOWER, 1136/A, Block-I, Level 5 Japan Street, Bashundhara R/A, , .","Size 800 Sq. Meter,Floors: 10,Parking Spaces,Electricity Backup,Beautiful View,Balcony,CCTV Security,Others Main Features","Nearby Schools,Nearby Hospitals,Shopping Malls,Nearby Restaurants,Public Transport,Other Nearby Places", Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1050/
"kitchens: 1,Attached Bathroom,Common Bathroom,Dining Room,Sitting Room,Laundry Room,Servant Quarters",Bathrooms: 2,Bedrooms: 2,"Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.So here you will get the best living service from our apartment . If you need any short-term and long-term rental for living kindly contact us and visit our website for more details.,
.,
Facilities Available,
1. Fully Furnished Apartment,
2. Security & Laundry Service,
3. Drawing, Dining Space Available,
4. Daily Room & Bathroom Cleaning,
5. WiFi, Microwave oven, Geyser, A/C,
6. Short-Term Rentals, TV, Refrigerator,
.,
Please See more: https://www.realestates.com.bd/live-projects/cash-flow-projects/,Contact For Booking:,
+88 01712-553547,
+88 01921096846,Location: JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A, ","Built in Year : 2021,Size 800 Sq. Meter,Floors: 6,Parking Spaces,flooring,Electricity Backup,Waste Disposal,Beautiful View,Balcony,CCTV Security,Elevator,Others Main Features",Airport ( 10 km ),48000 Tk,Flat / Apartment,For Rent ,https://www.toleter.com/property/bd1047/
