details,fire-exit-amenity,electricity-backup-amenity,gym-amenity,elevators-in-building-amenity,flooring-amenity,parking-spaces-amenity,price,building_nature,property_id,area,building_type,purpose,lawn-or-garden-amenity,swimming-pool-amenity,title,total_bathrooms,district,city,address,country
"6000 sft Full Furnished Commercial Office Open Space At Kemal Attaturk Avenue
Fully Commercial Building according to RAJUK new rules at Gulshan Avenue, 6000 sft open office space at 5th floor with 3 executive and 6  toilet, pantry, nice views, floor finished by mirror polish tiles, bright, 2lifts, emergency stair case, modern fire fitting system, car parking facilities etc.
Parking 02 Slot
Generator 100% Power backup",Yes,Full Backup,,Yes,5,2 ,1400000.0,Commercial,103,6000,Office,Rent,Yes,,6000 Sqft Full Furnished Office Available For Rent In Banani,6,Banani, Dhaka, Banani,Bangladesh
"7500 sft Commercial Office Open Space At Le Meridien, Nikunja, Khilkhet
Fully Commercial Building according to RAJUK new rules at At Le Meridien, Nikunja, Khilkhet, 7500 sft open office space at 2nd floor with, Semi Furnished,  4  toilet, pantry, nice views, floor finished by mirror polish tiles, bright, lifts, emergency stair case, modern fire fitting system  facilities etc.
Parking 03 Slot
Generator 100% Power backup",Yes,Full Backup,Yes,Yes,2,3 ,1150000.0,Commercial,104,7498,Office,Rent,Yes,Yes,"7500 Sqft Semi Furnished Office Available For Rent At Le Meridien, Nikunja, Dhaka",4,Nikunja, Dhaka, Khilkhet,Bangladesh
"3685 sft luxurious brand new apartment rent at Baridhara Diplomatic Zone with 4 bedroom, 4 bathroom, build-in wooden cabinet in the all bedrooms & kitchen area, 2 car parking, 24 ours generator & lift facilities, rooftop swimming pool, 100% back-up generator etc.
 Secure location,  calm & quiet area, fully air-conditioned, ceiling fan & light. Inside apartment also very bright & airy, please contact only for foreigners residence.",Yes,Full Backup,Yes,Yes,9,2 ,400000.0,Residential,105,3685,Apartment,Rent,Yes,Yes,3685 Sqft Luxurious Brand New Apartment Rent At Baridhara,4,Baridhara, Dhaka,Baridhara,Bangladesh
"1800 Sqft Fully Furnished Luxurious Apartment  with 3 bed, 3 bath, Drawing, Dining, Kitchen, Servant room, fully air conditioner,  modern beds, dining table with 6 chairs, fridge, gas oven 4 burner, sofa set, washing machine, cupboard etc. All furniture is European Standard.

Please contact for foreigners residence only.",Yes,Partial,,Yes,7,1 ,100000.0,Residential,86,1800,Apartment,Rent,Yes,,"1800 sft luxurious full furnished apartment rent at Uttara, Dhaka.",3,Uttara, Dhaka, Dhaka.,Bangladesh
"2000 Sqft Fully Furnished Apartment with 3 bed, 3 bath, Drawing, Dining, Kitchen, Servant room, fully air conditioner, beds, dining table with 6 chairs, fridge, gas oven 4 burner, sofa set, washing machine, cupboard etc.
Secure location, lake view, calm & quiet area, fully air-conditioned, ceiling fan & light. Inside apartment also very bright & airy, please contact only for foreigners residence.",,Partial,,Yes,5,1 ,135000.0,Residential,82,2500,Apartment,Rent,,,2500 Sqft Lake View Furnished Apartment Rent AT Gulshan - 2,3,Gulshan, Dhaka,Gulshan 2,Bangladesh
"3200 sft luxurious semi furnished apartment rent at Gulshan North with  view, calm & quiet area, fully air-conditioned & generator support, lake side balcony, 4 bedroom, 4 bathroom, build-in cabinet in the all bedrooms & kitchen area, 1 car parking, 24 ours generator & lift facilities. 100% back-up generator etc.",Yes,Full Backup,Yes,Yes,2,1 ,160000.0,Residential,83,3200,Apartment,Rent,Yes,,3200 Sft Semi Furnished Apartment Available For Rent In Gulshan North,4,Gulshan, Dhaka,Gulshan North,Bangladesh
"5,500 sft luxurious semi furnished apartment rent at Gulshan one with 4 bedroom, 4 bathroom, build-in wooden cabinet in the all bedrooms & kitchen area, 2 car parking, 24 ours generator & lift facilities, rooftop swimming pool, 100% back-up generator etc.
 Secure location, lake view, calm & quiet area, fully air-conditioned, ceiling fan & light. Inside apartment also very bright & airy, please contact only for foreigners residence.",Yes,Full Backup,Yes,Yes,2,2 ,350000.0,Residential,85,5500,Apartment,Rent,Yes,,5500 Sft Luxurious Semi Furnished Apartment Rent At Gulshan One,4,Gulshan One, Dhaka,Gulshan One,Bangladesh
"Fully Furnished Apartment with 3 bed, 3 bath, Drawing, Dining, Kitchen, Servant room, fully air conditioner, beds, dining table with 6 chairs, fridge, gas oven 4 burner, sofa set, washing machine, cupboard etc.",,Partial,Yes,Yes,5,1 ,65000.0,Residential,84,22000,Apartment,Rent,Yes,,2200 sft fully furnished apartment available for rent in Gulshan One,3,Gulshan, Dhaka,Gulshan One,Bangladesh
"2200 Sqft Semi Furnished Apartment with 3 bed, 3 bath, Drawing, Dining, Kitchen, Servant room, fully air conditioner,  dining table with 6 chairs, fridge, gas oven 4 burner, sofa set, washing machine, cupboard etc.",Yes,Partial,,Yes,7,1 ,130000.0,Residential,74,2200,Apartment,Rent,Yes,,2000 Sqft  Semi Furnished Apartment Rent In Gulshan North,3,Gulshan, Dhaka,Gulshan North,Bangladesh
"3000 sft luxurious semi furnished apartment rent at Gulshan North with 4 bedroom, 4 bathroom, build-in woodedn cabinet in the all bedrooms & kitchen area, 2 car parking, 24 ours generator & lift facilities, rooftop swimming pool, 100% back-up generator etc.
 Secure location,  calm & quiet area, fully air-conditioned, ceiling fan & light. Inside apartment also very bright & airy, Please contact only for foreigners residence.",Yes,Full Backup,Yes,Yes,9,2 ,200000.0,Residential,76,3000,Apartment,Rent,Yes,Yes,3000 Sqft Luxurious Semi Furnished Apartment Rent At Gulshan North,4,Gulshan, Dhaka,Gulshan North,Bangladesh
"19000 Sqft 6 stored independent house , every floor 3800 sqft with 4 bed, 4 bath large drawing, living & dining are, kitchen, utility area with 10 car parking, lift, generator etc.
This building preferably for foreign office, embassy, NGO, donor agency etc.",Yes,Partial,,Yes,6,10,1500000.0,Residential,80,19000,Building,Rent,Yes,,19000 sqft 6 storied independent house available for rent at Gulshan 2,20+,Gulshan, Dhaka,Gulshan Two,Bangladesh
"2500 sft apartment available for office rent at Gulshan North, location is very calm & quiet area, bright & airy, large side balcony, 4 bedroom, 3 bathroom, build-in cabinet in the all bedrooms & kitchen area, 1 car parking, 24 ours generator & lift facilities, back-up generator 
etc.",Yes,Partial,,Yes,2,1 ,120000.0,Residential,78,2500,Apartment Office,Rent,,,2500 Sqft Apartment Available For Office Rent In Gulshan North,3,Gulshan, Dhaka,Gulshan North,Bangladesh
"3000 sft luxurious fully furnished apartment rent at Baridhara Diplomitic Zone with 3 bedroom, 3 bathroom, build-in wooden cabinet in the all bedrooms & kitchen area, 2 car parking, 24 ours generator & lift facilities, rooftop  100% back-up generator etc.
 Secure location, south facing and open view, calm & quiet area, fully air-conditioned, ceiling fan & light. Inside apartment also very bright & airy, Please contact only for foreigners residence.",,Partial,,Yes,5,1 ,150000.0,Residential,79,2997,Apartment,Rent,Yes,,3000 Sqft Fully Furnished Apartment Rent At Baridhara,3,Baridhara, Dhaka,Baridhara,Bangladesh
"2,500 sft semi commercial apartment rent at Gulshan North with 5 bedroom, 3 bathroom, build-in woodedn cabinet in the all bedrooms & kitchen area, 1 car parking, 24 ours generator & lift facilities, back-up generator etc.",Yes,Partial,,Yes,4,1 ,175000.0,Commercial,77,2500,Semi Commercial Apartment,Rent,,,2500 Sqft Apartment Office In Gulshan North,,Gulshan, Dhaka,Gulshan North,Bangladesh
"Fully Furnished Apartment with 3 bed, 3 bath, Drawing, Dining, Kitchen, Servant room, fully air conditioner, beds, dining table with 6 chairs, fridge, gas oven 4 burner, sofa set, washing machine, cupboard etc.",Yes,Full Backup,,Yes,4,1 ,140000.0,Residential,75,2000,Apartment,Rent,Yes,,2000 sqft fully furnished apartment rent in Gulshan North,3,Gulshan, Dhaka,Gulshan North,Bangladesh
"2300 sft Fully Furnished Apartment at 8th floor with 3 bed, 3 bath, Drawing, Dining, Kitchen, Servant room, fully air conditioner, beds, dining table with 6 chairs, fridge, gas stove  2 burner, sofa set, washing machine, cupboard.
Inside the apartment is very bright, open, airy, all furniture is modern design, build in cabinet all bed room & kitchen area etc. Please call only foreigner residence only.",Yes,Partial,,Yes,9,1 ,110000.0,Residential,69,2300,Apartment,Rent,Yes,,2300 sft fully furnished apartment available for rent in Gulshan One,3,Gulshan One, Dhaka,Gulshan One,Bangladesh
"4000 sqft luxurious  apartment available for sale at Gulshan North with 4 bedroom, 4 bathroom, build-in woodedn cabinet in the all bedrooms & kitchen area, 2 car parking, 24 ours generator & lift facilities, rooftop garden, swimming pool, GYM, 100% back-up generator etc.
 Secure location, calm & quiet area, Inside apartment also very bright & airy, Please contact only for  real buyer only.",Yes,Full Backup,Yes,Yes,5,2 ,250000.0,Residential,73,4000,Apartment,Rent,Yes,Yes,4000 Sqft Brand New Luxurious Apartment Rent In Gulshan North,4,Gulshan, Dhaka,Gulshan North,Bangladesh
"3000 sft Fully Furnished Apartment with 3 bed, 3 bath, Drawing, Dining, Kitchen, Servant room, fully air conditioner, beds, dining table with 6 chairs, fridge, gas oven 4 burner, sofa set, washing machine, cupboard etc.",Yes,Full Backup,Yes,Yes,3,1 ,175000.0,Residential,68,3000,Apartment,Rent,Yes,,3000 sft fully furnished apartment rent in Baridhara,3,Baridhara, Dhaka,Baridhara,Bangladesh
"Fully Furnished Apartment with 3 bed, 3 bath, Drawing, Dining, Kitchen, Servant room, fully air conditioner, beds, dining table with 6 chairs, fridge, 2 burner gas stove, sofa set, washing machine, cupboard etc.",Yes,Partial,,Yes,7,1 ,75000.0,Residential,71,2000,Apartment,Rent,Yes,,2000 sqft fully furnished apartment rent in Gulshan one,3,Gulshan One, Dhaka,Gulshan One,Bangladesh
"15,090 sqft 6 storied Independent House with 10 apartment, total room 30, bath room 20 and Drawing, Dining, Family living, Kitchen, all bed room has built in cabinets, Maid Room & Toilet and 10 (Ten) parking, lift, generator etc.
Available: Yes.
Furnished Status: Un Furnished. 

This building preferable for foreigners office, guest house for corporate house, embassy, donor agency etc.",Yes,Partial,,Yes,6,10,430000.0,Residential,70,15090,Building,Rent,Yes,,"15090 Sqft 6 Storied Indebendent Building Available For Rent At Baridhara, J Block",19,Baridhara J Block, Dhaka,Baridhara J Block,Bangladesh
"1900 sft Commercial Office Open Space At Gulshan Avenue
Fully Commercial Building according to RAJUK new rules at Banani, 1900 sft open office space at 5th floor with 3 executive toilet, pantry, nice views, floor finished by mirror polish tiles, bright, 2lifts, emergency stair case, modern fire fitting system, car lift facilities etc.
Parking 01 Slot
Generator 100% Power backup",Yes,Full Backup,,Yes,5,2 ,250000.0,Commercial,66,1900,Office,Rent,,,1880 sqft Commercial Office Space Available For Rent At Banani,3,Banani, Dhaka,Banani Road Eleven,Bangladesh
"7500 sft 4 storied independent house rent in Gulshan one with nice  view, calm & quiet area, with  generator support, 10 bedroom, 10 bathroom, build-in cabinet in the all bedrooms & kitchen area, 5 car parking, 24 ours generator & lift facilities. 100% back-up generator etc.

This house could be rent for multinational, Embassy, NGO, Corporate office for group of company etc.",,Partial,,Yes,4,4 ,650000.0,Residential,67,10000,House,Rent,Yes,,10 000 sft 4 Storied  Independent House Available For Rent In Gulshan For Office,10,Gulshan One, Dhaka,Gulshan One,Bangladesh
"Fully Furnished Apartment with 3 bed, 3 bath, Drawing, Dining, Kitchen, Servant room, fully air conditioner, beds, dining table with 6 chairs, fridge, gas oven 4 burner, sofa set, washing machine, cupboard etc.",,Partial,,Yes,2,1 ,160000.0,Residential,61,2800,Apartment,Rent,Yes,,2800 Sqft Fully Furnished Apartment Rent At Gulshan,4,Gulshan, Dhaka,Gulshan Two,Bangladesh
"Fully Furnished Apartment with 3 bed, 3 bath, Drawing, Dining, Kitchen, Servant room, fully air conditioner, beds, dining table with 6 chairs, fridge, gas oven 4 burner, sofa set, washing machine, cupboard etc.",Yes,Full Backup,,Yes,2,1 ,150000.0,Residential,62,2200,Apartment,Rent,Yes,,2200 Sqft Full Furnished Apartment Rent At Gulshan,3,Gulshan, Dhaka,Gulshan Two,Bangladesh
"Fully Furnished Apartment with 3 bed, 3 bath, Drawing, Dining, Kitchen, Servant room, fully air conditioner, beds, dining table with 6 chairs, fridge, gas oven 4 burner, sofa set, washing machine, cupboard etc.",Yes,Partial,,Yes,3,1 ,160000.0,Residential,63,2900,Apartment,Rent,,,2900 Sqft Fully Furnished Apartment Rent In Gulshan North,3,Gulshan, Dhaka,Gulshan North,Bangladesh
"Fully Furnished Apartment with 3 bed, 3 bath, Drawing, Dining, Kitchen, Servant room, fully air conditioner, beds, dining table with 6 chairs, fridge, gas oven 4 burner, sofa set, washing machine, cupboard etc. This apartment is very bright & airy, calm & quiet area, Please contact only foreigners resident  only.

,",,Partial,,Yes,2,1 ,80000.0,Residential,64,2000,Apartment,Rent,Yes,,2000 Sqft Full Furnished Apartment Rent At Gulshan,3,Gulshan, Dhaka,Gulshan Two,Bangladesh
"3,000 sft Commercial Office Open Space At Gulshan Avenue
Fully Commercial Building according to RAJUK new rules at Gulshan Avenue, 3,000 sft open office space at 8th floor with, 3 executive room, 8 work station, reception, telephone,2 executive toilet, pantry, nice views, floor finished by mirror polish tiles, bright, 2lifts, emergency stair case, modern fire fitting system, car lift facilities etc.
Parking 01 Slot
Generator 100% Power backup",Yes,Full Backup,,Yes,2,2 ,500000.0,Commercial,65,3000,Office,Rent,,,3000 sqft Fully Furnished Office Available For Rent In Gulshan Avenue,3,Gulshan, Dhaka,Gulshan Avenue,Bangladesh
