address,amenities,available_from,balconies,bathroom,bedroom,construction_status,deposit,description,facilities_nearby,facing,floor_number,furnishing,garages,handover_date,land_area,location,monthly_rent,price_per_sqft_or_katha_or_dcml,property_for,property_name,property_size,property_type,property_url,title,total_floor,total_price,transaction_type
"JCX TOWER, 1136/A, Block-I, Level 5 Japan Street, Bashundhara R/A","Mosque/Prayer Room,Lift,Fire exit,Self Water Connection,Gas Connection,Generator,Telephone line,CCTV,Security Alarm System,Electronic Security",,1,2 Bath,2,,"48,000.00 tk","
                        Furnished 2BHK Serviced Apartment RENT In Bashundhara
Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.
.
Facilities Available
>Fully Furnished Apartment
>Security & Laundry Service
>Filter, Washing Machine, LP Gas
>Drawing, Dining Space Available
>Daily Room & Bathroom Cleaning
>WiFi, Microwave oven, Geyser, A/C
>Short-Term Rentals, TV, Refrigerator
.
YouTube
1. https://www.youtube.com/watch?v=yp440KIPCvc
2. https://www.youtube.com/watch?v=xB_m6tVSiok
.
Contact For Booking:
+88 01712553547
+88 01921096846
                    ","Security,Wasa Connection,Hot water and heating,Electricity,Inter com,Cable TV,Guest Parking,Hospital,Bank,ATM,School,Bus Station,Shopping Mall",South Facing,6,Furnished,N/A,"October 01, 2022",,"Bashundhara RA, Dhaka","48,000.00 tk",,Rent,Short-term Serviced Flat Rent In Bashundhara R/A,800 sqft,Studio Apartment,https://www.propertysalebd.com/listings/short-term-serviced-flat-rent-in-bashundhara-ra,800 sqft Studio Apartment for Rent at Bashundhara RA,7,,new
"JCX TOWER, 1136/A, Block-I, Level 5 Japan Street, Bashundhara R/A","Mosque/Prayer Room,Lift,Fire exit,Self Water Connection,Gas Connection,Generator,Telephone line,CCTV,Security Alarm System,Electronic Security",,1,2 Bath,2,,"48,000.00 tk","
                        Furnished 2BHK Serviced Apartment RENT In Bashundhara
Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.
.
Facilities Available
>Fully Furnished Apartment
>Security & Laundry Service
>Filter, Washing Machine, LP Gas
>Drawing, Dining Space Available
>Daily Room & Bathroom Cleaning
>WiFi, Microwave oven, Geyser, A/C
>Short-Term Rentals, TV, Refrigerator

.
YouTube
1. https://www.youtube.com/watch?v=yp440KIPCvc
2. https://www.youtube.com/watch?v=xB_m6tVSiok
.
Contact For Booking:
+88 01712553547
+88 01921096846
.
                    ","Security,Wasa Connection,Hot water and heating,Electricity,Inter com,Wifi Connectivity,Cable TV,Hospital,Bank,ATM,School,Bus Station",South Facing,2,Furnished,1,"October 01, 2022",,"Bashundhara RA, Dhaka","48,000.00 tk",,Rent,Furnished Two Bedroom Modern Flat Rent In Bashunhara R/A,800 sqft,Studio Apartment,https://www.propertysalebd.com/listings/furnished-two-bedroom-modern-flat-rent-in-bashunhara-ra,800 sqft Studio Apartment for Rent at Bashundhara RA,7,,new
"JCX TOWER,1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A","Mosque/Prayer Room,Lift,Fire exit,Self Water Connection,Gas Connection,Generator",,1,2 Bath,2,,Call For Price,"
                        Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.
.
Facilities Available
>Fully Furnished Apartment
>Security & Laundry Service
>Filter, Washing Machine, LP Gas
>Drawing, Dining Space Available
>Daily Room & Bathroom Cleaning
>WiFi, Microwave oven, Geyser, A/C
>Short-Term Rentals, TV, Refrigerator
.
Youtube:
1.https://www.youtube.com/watch?v=yp440KIPCvc
2.https://www.youtube.com/watch?v=xB_m6tVSiok
.
Contact For Booking:
+88 01712553547
+88 01921096842
                    ","Security,Wasa Connection,Hot water and heating,Electricity,Inter com,Wifi Connectivity",South Facing,2,Furnished,1,"March 01, 2023",,"Bashundhara RA, Dhaka",Call For Price,,Rent,Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A.,875 sqft,Apartment / Flat,https://www.propertysalebd.com/listings/fully-furnished-two-bedroom-serviced-apartment-rent-in-bashundhara-ra-26,875 sqft Apartment / Flat for Rent at Bashundhara RA,7,,new
"Concord Twin Tower, Chamelibagh, Shantinagar","Mosque/Prayer Room,Lift,Self Water Connection,Gas Connection,Generator,Security Alarm System,Servent Room",,2,3,3, ready ,,"
                        • Flat of (1360+120=) 1480 sqft with car parking
• Flats are B2 part of the building above the 15th floor
• Description :
- 3 bedroom
- 3 bathrooms (one attached)
- 1 servant room with a bathroom 
- drawing room
- dining room
- kitchen
- 2 Varanda

• Other Facilities :
- Community Hall
- Prayer Hall
- Plot owners' office 
- Generator 
- Concord Twin Tower market
                    ","Security,Electricity,Cable TV,Shopping Mall",South Facing,18,Furnished,1 Park,"30 November, 2022",1,"Malibagh, Dhaka",,0.00 tk (Negotiable),Sale,Flat for Sale - Concord Twin Tower,"1,480 sqft",Flat / Apartment,https://www.propertysalebd.com/listings/flat-for-sale-concord-twin-tower,"1,480 sqft Flat / Apartment for Sale at Malibagh",1,"10,500,000.00 tk (Negotiable)",old
"JCX TOWER,1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A","Lift,Fire exit,Self Water Connection,Gas Connection,Generator,Telephone line,CCTV,Servent Room",,1,2 Bath,2,,Call For Price,"
                        Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All  the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.
.
Facilities Available
>Fully Furnished Apartment
>Security & Laundry Service
>Filter, Washing Machine, LP Gas
>Drawing, Dining Space Available
>Daily Room & Bathroom Cleaning
>WiFi, Microwave oven, Geyser, A/C
>Short-Term Rentals, TV, Refrigerator
.
Website: https://www.hotels.com.bd/rental/apartment-furnished
YouTube: https://www.youtube.com/watch?v=8kJKBg9LRkM&t=2s
.
Contact For Booking:
+88 01712553547
+88 01921096846
                    ","Security,Wasa Connection,Hot water and heating,Electricity,Inter com,Wifi Connectivity",South Facing,4,Furnished,1,"April 01, 2023",,"Bashundhara RA, Dhaka",Call For Price,,Rent,Two Bedroom Serviced Apartment Rent In Bashundhara R/A,875 sqft,Apartment / Flat,https://www.propertysalebd.com/listings/two-bedroom-serviced-apartment-rent-in-bashundhara-ra-6,875 sqft Apartment / Flat for Rent at Bashundhara RA,8,,new
"JCX TOWER, 1136/A, Block-I, Level 5 Japan Street, Bashundhara R/A","Mosque/Prayer Room,Lift,Fire exit,Self Water Connection,Gas Connection,Generator,Telephone line,CCTV,Security Alarm System,Electronic Security",,1,2 Bath,2,,"48,000.00 tk","
                        Furnished 2BHK Serviced Apartment RENT In Bashundhara
Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.
.
Facilities Available
>Fully Furnished Apartment
>Security & Laundry Service
>Filter, Washing Machine, LP Gas
>Drawing, Dining Space Available
>Daily Room & Bathroom Cleaning
>WiFi, Microwave oven, Geyser, A/C
>Short-Term Rentals, TV, Refrigerator
.
YouTube
1. https://www.youtube.com/watch?v=yp440KIPCvc
2. https://www.youtube.com/watch?v=xB_m6tVSiok
.
Contact For Booking:
+88 01712553547
+88 01921096846
                    ","Security,Wasa Connection,Hot water and heating,Electricity,Inter com,Wifi Connectivity,Cable TV,Guest Parking,Hospital,Bank,ATM,School,Bus Station,Shopping Mall",South Facing,6,Furnished,1,"October 01, 2023",,"Bashundhara RA, Dhaka","48,000.00 tk",,Rent,Short-term Fully  Furnished Apartment Two Room Flat Rentals In Dhaka,800 sqft,Studio Apartment,https://www.propertysalebd.com/listings/short-term-fully-furnished-apartment-two-room-flat-rentals-in-dhaka,800 sqft Studio Apartment for Rent at Bashundhara RA,7,,new
"JCX TOWER,1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A","Mosque/Prayer Room,Lift,Fire exit,Self Water Connection,Gas Connection,Generator,Telephone line,CCTV,Security Alarm System,Electronic Security,Servent Room",,1,1 Bath,2,,Call For Price,"
                        Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven,  A/C.
. 
Facilities Available : 
> Grocery Shop, BBQ corner
> Swimming Pool,Theatre room
> Gym with 24/7 and Jogging track 
> Daily Room & Bathroom Cleaning 
> Multi-purpose Hall Room With Full AC 
> Steam Bath, Thermal massager
> Landscape With Sitting Arrangement
. 
Website: https://www.hotels.com.bd/two-room 
YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk
. 
Contact For Booking: 
+88 01712553547 
+88 01921096842
                    ","Security,Wasa Connection,Hot water and heating,Wifi Connectivity",South Facing,4,Furnished,1,"April 01, 2023",,"Bashundhara RA, Dhaka",Call For Price,,Rent,Two Room Furnished Serviced Apartment RENT in Bashundhara R/A,375 sqft,Studio Apartment,https://www.propertysalebd.com/listings/two-room-furnished-serviced-apartment-rent-in-bashundhara-ra-4,375 sqft Studio Apartment for Rent at Bashundhara RA,10,,new
"JCX TOWER, 1136/A, Block-I, Level 5 Japan Street, Bashundhara R/A","Lift,Self Water Connection,Gas Connection,Generator,Telephone line,CCTV,Security Alarm System,Electronic Security",,1,1 Bath,1,,"36,000.00 tk","
                        Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C.
.
Facilities Available :
> Grocery Shop, BBQ corner
> Swimming Pool,Theatre room,
> Gym with 24/7 and Jogging track
> Daily Room & Bathroom Cleaning
> Multi-purpose Hall Room With Full AC
> Steam Bath, Thermal massager
> Landscape With Sitting Arrangement
.
Website: https://www.hotels.com.bd/two-room
YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk
.
Contact For Booking:
+88 01712553547
+88 01921096846
                    ","Security,Wasa Connection,Hot water and heating,Electricity,Inter com,Wifi Connectivity,Cable TV,Guest Parking,Hospital,Bank,ATM,School,Bus Station,Shopping Mall",South Facing,4,Furnished,1,"April 01, 2023",,"Bashundhara RA, Dhaka","36,000.00 tk",,Rent,Apartment,375 sqft,Flat / Apartment,https://www.propertysalebd.com/listings/apartment-1,375 sqft Flat / Apartment for Rent at Bashundhara RA,10,,new
"জেসিক্স, বিসনেস টাওয়ার, জাপানি স্ট্রিট, বসুন্ধরা আর/এ","Mosque/Prayer Room,Lift,Fire exit,Self Water Connection,Gas Connection,Generator,Telephone line,CCTV,Security Alarm System,Electronic Security,Servent Room",,1,2 Bath,2,,0.00 tk (Negotiable),"
                        বসুন্ধরা আর/এ তে ২ বেডরুম (সুসজ্জিত ) সার্ভিসড অ্যাপার্টমেন্ট ভাড়া দেওয়া হবে। রান্নাঘর, টিভি, রেফ্রিজারেটর, ওয়াইফাই, মাইক্রোওয়েভ ওভেন, এ/সি সহ শর্ট-টার্ম রেন্টাল দেওয়া হয় ।
.
সুযোগ সুবিধা:
>টিভি, রেফ্রিজারেটর, এ/সি
>নিরাপত্তা এবং লন্ড্রি সার্ভিস
>প্রতিদিন রুম এবং বাথরুম পরিষ্কার
>ফিল্টার, ওয়াশিং মেশিন, এলপি গ্যাস
>ওয়াইফাই, মাইক্রোওয়েভ ওভেন, গিজার
.
২ বেডরুমের জন্য ক্লিক করুন:
>https://www.hotels.com.bd/rental/apartment-two-bedroom
>https://www.youtube.com/watch?v=xB_m6tVSiok
.
বুকিং এর জন্য যোগাযোগ করুনঃ
০১৭১২-৫৫৩৫৪৭
০১৯২১০৯৬৮৪৬
                    ","Security,Wasa Connection,Hot water and heating,Wifi Connectivity",South Facing,48000,Furnished,1,"January 01, 2023",,"Bashundhara RA, Dhaka","48,000.00 tk (Negotiable)",,Rent,সুসজ্জিত অ্যাপার্টমেন্ট ভাড়া হবে,800 sqft,Apartment / Flat,https://www.propertysalebd.com/listings/-20,800 sqft Apartment / Flat for Rent at Bashundhara RA,1,,new
"JCX TOWER, 1136/A, Block-I, Level 5 Japan Street, Bashundhara R/A","Mosque/Prayer Room,Lift,Fire exit,Self Water Connection,Gas Connection,Generator,Telephone line,CCTV,Electronic Security,Servent Room",,2,2 Bath,2,,"48,000.00 tk","
                        Furnished 2BHK Serviced Apartment RENT In Bashundhara
Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.
.
Facilities Available
>Fully Furnished Apartment
>Security & Laundry Service
>Filter, Washing Machine, LP Gas
>Drawing, Dining Space Available
>Daily Room & Bathroom Cleaning
>WiFi, Microwave oven, Geyser, A/C
>Short-Term Rentals, TV, Refrigerator
.
YouTube
1. https://www.youtube.com/watch?v=yp440KIPCvc
2. https://www.youtube.com/watch?v=xB_m6tVSiok
.
Contact For Booking:
+88 01712553547
+88 01921096846
                    ","Security,Wasa Connection,Hot water and heating,Electricity,Inter com,Wifi Connectivity,Cable TV,Guest Parking,Hospital,ATM,Bus Station,Shopping Mall",South Facing,6,Furnished,1,"October 01, 2022",,"Bashundhara RA, Dhaka","48,000.00 tk",,Rent,To Let For Furnished Studio Flat In Bashundhara R/A,800 sqft,Studio Apartment,https://www.propertysalebd.com/listings/to-let-for-furnished-studio-flat-in-bashundhara-ra,800 sqft Studio Apartment for Rent at Bashundhara RA,7,,new
"JCX TOWER, 1136/A, Block-I, Level 5 Japan Street, Bashundhara R/A","Mosque/Prayer Room,Lift,Fire exit,Self Water Connection,Gas Connection,Generator,Telephone line,CCTV,Security Alarm System,Electronic Security",,1,2 Bath,2,,"48,000.00 tk","
                        Furnished 2BHK Serviced Apartment RENT In Bashundhara
Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.
.
Facilities Available
>Fully Furnished Apartment
>Security & Laundry Service
>Filter, Washing Machine, LP Gas
>Drawing, Dining Space Available
>Daily Room & Bathroom Cleaning
>WiFi, Microwave oven, Geyser, A/C
>Short-Term Rentals, TV, Refrigerator
.
YouTube
1. https://www.hotels.com.bd/rental/apartment-two-bedroom
2. https://www.youtube.com/watch?v=xB_m6tVSiok

.
Contact For Booking:
+88 01712553547
+88 01921096846
                    ","Security,Wasa Connection,Hot water and heating,Electricity,Inter com,Wifi Connectivity,Cable TV,Guest Parking,Hospital,Bank,ATM,School,Bus Station,Shopping Mall",South Facing,,Furnished,1,"January 01, 2023",,"Bashundhara RA, Dhaka","48,000.00 tk",,Rent,"To-Let For Modern Studio Serviced Apartment In Dhaka, Bangladesh",800 sqft,Apartment / Flat,https://www.propertysalebd.com/listings/to-let-for-modern-studio-serviced-apartment-in-dhaka-bangladesh,800 sqft Apartment / Flat for Rent at Bashundhara RA,8,,new
"JCX TOWER,1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A","Mosque/Prayer Room,Lift,Fire exit,Self Water Connection,Gas Connection,Generator,Telephone line,CCTV,Security Alarm System",,1,2 Bath,2,,Call For Price,"
                        Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All  the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.
.
Facilities Available
>Fully Furnished Apartment
>Security & Laundry Service
>Filter, Washing Machine, LP Gas
>Drawing, Dining Space Available
>Daily Room & Bathroom Cleaning
>WiFi, Microwave oven, Geyser, A/C
>Short-Term Rentals, TV, Refrigerator
.
Website: https://www.hotels.com.bd/rental/apartment-furnished
YouTube: https://www.youtube.com/watch?v=8kJKBg9LRkM&t=2s
.
Contact For Booking:
+88 01712553547
+88 01921096846
                    ","Security,Wasa Connection,Hot water and heating,Inter com,Wifi Connectivity,Cable TV,Guest Parking",South Facing,4,Furnished,1,"April 01, 2023",,"Bashundhara RA, Dhaka",Call For Price,,Rent,Two Bedroom Serviced Apartment Rent In Bashundhara R/A,875 sqft,Apartment / Flat,https://www.propertysalebd.com/listings/two-bedroom-serviced-apartment-rent-in-bashundhara-ra-9,875 sqft Apartment / Flat for Rent at Bashundhara RA,8,,new
"JCX TOWER, 1136/A, Block-I, Level 5 Japan Street, Bashundhara R/A","Mosque/Prayer Room,Lift,Fire exit,Self Water Connection,Gas Connection,Generator,Telephone line,CCTV,Security Alarm System",,1,1 Bath,1,,"36,000.00 tk","
                        Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven, A/C.
.
Facilities Available :
> Grocery Shop, BBQ corner
> Swimming Pool,Theatre room, 
> Gym with 24/7 and Jogging track 
> Daily Room & Bathroom Cleaning 
> Multi-purpose Hall Room With Full AC 
> Steam Bath, Thermal massager
> Landscape With Sitting Arrangement
.
Website: https://www.hotels.com.bd/two-room
YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk
.
Contact For Booking:
+88 01712553547
+88 01921096846
                    ","Security,Electricity,Inter com,Wifi Connectivity,Cable TV,Hospital,Bank,ATM,Bus Station,Shopping Mall",South Facing,4,Furnished,1,"January 01, 2020",,"Bashundhara RA, Dhaka","36,000.00 tk",,Rent,Furnished Two Room Luxurious Apartment RENT In Bashundhara R/A,375 sqft,Apartment / Flat,https://www.propertysalebd.com/listings/furnished-two-room-luxurious-apartment-rent-in-bashundhara-ra,375 sqft Apartment / Flat for Rent at Bashundhara RA,10,,new
