address,amenities,basic_info,description,price_negotiable,price_per_month,property_url,purpose,title,type
" Area Name :    Khilgaon  ,  District Name :   Dhaka  Area Name :    Khilgaon  ,  District Name :   Dhaka  ,  Short Address :  কুমিল্লা হোটেলের মোড়, খিলগাঁও ",,"{'Bedrooms': '3', 'Bathrooms': '3', 'PropertyID': '30829'}","আসসালামু আলাইকুম ?, ? আগামী ০১লা মার্চ, ২০২৩ ইং থেকে বাসা ভাড়া হবে।, ?ব্যাচেলরদের জন্য ফ্ল্যাট বাসায় রুম এবং সিট ভাড়া হবে। , এ্যাপার্টমেন্ট বাসা নিচে গ্যারেজের ব্যবস্থা আছে । খোলামেলা এবং মনোরম পরিবেশ। , লোকেশন : কুমিল্লা হোটেলের মোড়, খিলগাঁও, ঢাকা।, যারা ভাল পরিবেশ ডিজাভ করেন বা ভাল পরিবেশে থাকতে চান একমাত্র তারাই ফোন দিবেন। , ?৩ রুমের ফ্ল্যাট /প্রতিটা রুমের সাথে ব্যালকনি আছে , ?১ ডাইনিং রুম/স্পেস, ?১ কিচেন , ? ৩ ব্যলকনি /বারান্দা , ? ৩ ওয়াশরুম  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/khilgaon/30829/family-house-tolet-from-march,Tolet,Family House Tolet From March ,Family House
" Area Name :    Dhanmondi  ,  District Name :   Dhaka  Area Name :    Dhanmondi  ,  District Name :   Dhaka  ,  Short Address :  West And Street Road Dhanmondi 1205 ",,"{'Bedrooms': '3', 'Bathrooms': '3', 'PropertyID': '30830'}","#Flat for rent (Family) , ঠিকানা:, west and street road dhanmondi 1205, বেড:, ৩, বাথ:, ৩, ফ্ল্যাটের আয়তন:, ১,৫৫০ বর্গফুট, বর্ণনা, ঠিকানা:west and street road dhanmondi dhaka., Hakkani mosjid er goli, House:, ideal college er pichon side e west and street road. 3 bed room , 3 varanda, 3 toilet, drawing, dining, parking subhida  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/dhanmondi/30830/family-house-tolet-from-march,Tolet,Family House Tolet From March ,Family House
" Area Name :    Rampura  ,  District Name :   Dhaka  Area Name :    Rampura  ,  District Name :   Dhaka  ,  Short Address :  ব্লক ডি, রোড-৬, হাউস-২, বনশ্রী, রামপুরা ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30831'}","টুলেট ফর ব্যাচেলর ১ জন , (স্টুডেন্ট এবং চাকরি জীবি এবং, ব্যবসায়ীদের অগ্রাদিকার) হবে। , মার্চ ২০২৩ইং থেকে ৬ষ্ট তলায় এটাস্ট বাথরুম এবং বারান্দা সহ বড় রুমে ১ সিট ৩০০০/– টাকা ভাড়া দেওয়া হবে। (ভাড়ার সাথে ইঃবিল, পানির বিল, ইন্টারনেট বিল, ময়লার বিল) একসাথে। ভূয়ার মাধ্যমে রান্নার ব্যবস্থা আছে। , ঠিকানা :- ব্লক ডি, রোড-৬, হাউস-২, বনশ্রী, রামপুরা।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/rampura/30831/bachelor-house-tolet-from-march,Tolet,Bachelor House Tolet From March ,Bachelor House
" Area Name :    Badda  ,  District Name :   Dhaka  Area Name :    Badda  ,  District Name :   Dhaka  ,  Short Address :  বাসা-২৭,২৮,৪৯ রোড-১১/১৪ দক্ষিণ বারিধারা আবাসিক এলাকা (ডিআইটি প্রজেক্ট), মেরুল বাড্ডা ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30832'}","মেরুল বাড্ডা, ডিআইটি প্রজেক্ট এ , #মার্চ -২৩ থেকে , TO-LET For Male Bachelor ?‍?, ♦Type 1:ভাড়াঃ 4500/- ৬ তলায় , ♦Type 2:ভাড়াঃ6500/- ৪/৬ তলায় , উন্নত পরিবেশে থাকা ও খাওয়ার ব্যবস্থা আছে, আলহামদুলিল্লাহ❤।, #10 minutes walking distance from EWU, #যোগাযোগঃ বাসা-২৭,২৮,৪৯ রোড-১১/১৪ দক্ষিণ বারিধারা আবাসিক এলাকা (ডিআইটি প্রজেক্ট), মেরুল বাড্ডা, ঢাকা -১২১২।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/badda/30832/bachelor-house-tolet-from-march,Tolet,Bachelor House Tolet From March ,Bachelor House
" Area Name :    Uttara  ,  District Name :   Dhaka  Area Name :    Uttara  ,  District Name :   Dhaka  ,  Short Address :  Sec:14, Road: Gawsul Azam Avenue (singer Mor) ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30833'}","Female flat a akta bedroom vara hobe.Attach belcony , Sec:14, Road: Gawsul Azam Avenue (singer mor), Only for female  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/uttara/30833/bachelor-house-tolet-from-march,Tolet,Bachelor House Tolet From March ,Bachelor House
" Area Name :    Uttara  ,  District Name :   Dhaka  Area Name :    Uttara  ,  District Name :   Dhaka  ,  Short Address :  Sector-13, Road-2, (2nd Floor A-2 Lift-1) ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30834'}","#Only_for_female , TO-LET UTTARA, Sector-13, Road-2, (2nd floor A-2 lift-1) , Semi furnished 1 room-4 seats masterbed Attach (Washroom+ Belkuni) rent 4100/= (All included) One seat is available from March. 01712277609? WhatsApp , Super facilities, Wi-Fi, Fridge, Electricity, Window Curtain, Single bed, Mattress, Pillow, Fan, Light, Sofa, Security, Gas, Water Purifier, Shoe rack,  ",No,Negotiable ,https://www.thetolet.com/en/dhaka/uttara/30834/bachelor-house-tolet-from-march,Tolet,Bachelor House Tolet From March ,Bachelor House
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Doublemooring  ,  District Name :   Chittagong  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Doublemooring  ,  District Name :   Chittagong  ,  Short Address :  Bangla-bazar, Munshi Badi Stand Road, MAM Tower ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'Belcony': '1', 'Floor': '3', 'Size': '800SqFt', 'PropertyID': '30836'}","বর্ণনা, , ❗️ বাসা ভাড়া দেওয়া হবে ❗️❗️❗️, , মার্চ মাস থেকে উঠা যাবে,নতুন বাসা। , , একদম নিরিবিলি পরিবেশ, , ? দুই রুম, , ? ড্রইং কাম ডাইনিং রুম একটা, , ? বাথরুম দুইটা (হাই/লো), , ? রান্নাঘর একটা, , ? ২৪ ঘন্টা পানির ব্যবস্থা (ওয়াসা), , ? বিদ্যুৎ পোস্টপেইড মিটার(ভাড়াটিয়ার), , ? সিলিন্ডার গ্যাস,, , ? সম্পুর্ণ টাইলস, নতুন বাসা,, , ? ফ্ল্যাট বিবরণ: ৩র্থ তলায়, , ? ভাড়া : ১৫০০০ টাকা (বিদ্যুৎ বিল,গ্যাস ভাড়াটিয়ার), , ? ফ্যামিলি , , ? বিদ্যুৎ বিল ভাড়ারিয়ার পোস্টপেইড মিটার, , ? লিফ্ট,জেনেরেটর আছে।, , ঠিকানা? বাংলাবাজার মুন্সি বাড়ি, ষ্ট্যান্ড রোড, এম এ এম টাওয়ার(MAM TOWER)।  ",Yes,15000.00/- BDT ,https://www.thetolet.com/en/chittagong/doublemooring/30836/family-house-tolet-from-march,Tolet,Family House Tolet From March ,Family House
" Sector No :  সদর  ,   Road No :  সদর  ,  House No :   ,  Area Name :    Mymensingh Sadar  ,  District Name :   Mymensingh  Sector No :  সদর  ,   Road No :  সদর  ,  House No :   ,  Area Name :    Mymensingh Sadar  ,  District Name :   Mymensingh  ,  Short Address :  আকুয়া মোড়ল বাড়ি রোড, হাবুন বেপারীর মোড় ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'Floor': '1', 'Size': '১৫ফিটSqFt', 'PropertyID': '30837'}",,No,3000.00/- BDT ,https://www.thetolet.com/en/mymensingh/mymensingh-sadar/30837/family-house-tolet-from-march,Tolet,Family House Tolet From March ,Family House
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Others  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Others  ,  District Name :   Dhaka  ,  Short Address :  Mohanagar Project ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '2', 'Size': 'SqFt', 'PropertyID': '30838'}",,No,5000.00/- BDT ,https://www.thetolet.com/en/dhaka/others/30838/bachelor-house-tolet-from-april,Tolet,Bachelor House Tolet From April ,Bachelor House
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Daskhinkhan  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Daskhinkhan  ,  District Name :   Dhaka  ,  Short Address :  Plot-1428/A-C, Word No-45, Uttar Khan High School Road, Gazi Para, Uttara, Dhaka-1230. ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'Belcony': '2', 'Floor': '8', 'Size': '950SqFt', 'PropertyID': '30839'}",,No,10000.00/- BDT ,https://www.thetolet.com/en/dhaka/daskhinkhan/30839/family-house-tolet-from-february,Tolet,Family House Tolet From February ,Family House
" Sector No :   ,  Road No :  মাদারটেক রোড  ,  House No :  050  ,  Area Name :    Basabo  ,  District Name :   Dhaka  Sector No :   ,  Road No :  মাদারটেক রোড  ,  House No :  050  ,  Area Name :    Basabo  ,  District Name :   Dhaka  ,  Short Address :  বাসাবো, মাদারটেক, করবস্থান এবং বাজার সংলগ্ন ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'Floor': '1', 'Size': 'SqFt', 'PropertyID': '30840'}","রুমমেট আবশ্যক.! , মেসের জন্য একজনের সিট খালি আছে। স্টুডেন্ট / চাকুরিজীবী যে কেউ থাকতে পারবেন। , নিচ তলায় অবস্থিত।, আগামী মাস থেকে মনোরম পরিবেশ এবং সাথে অন্যান্য সুবিধাসহ চাকুরীজীবি বা ছাত্র রুমমেট প্রয়োজন। রোম অনেক বড়। সব সুবিধা আছে।, লোকেশনঃ বিসমিল্লাহ মাদারটেক কবরস্থান এবং বাজার রাস্তা সংলগ্ন, বিসমিল্লাহ ফার্মেসী, মাদারটেক, বাসাবো, সবুজবাগ।, ভাড়া মাত্র ১৫০০ টাকা পানি গ্যাস বিল সহ।, 01956890504 Or inbox  ",No,1500.00/- BDT ,https://www.thetolet.com/en/dhaka/basabo/30840/bachelor-house-tolet-from-march,Tolet,Bachelor House Tolet From March ,Bachelor House
" Sector No :  14  ,  Road No :  1216  ,  House No :  866  ,  Area Name :    Shewrapara  ,  District Name :   Dhaka  Sector No :  14  ,  Road No :  1216  ,  House No :  866  ,  Area Name :    Shewrapara  ,  District Name :   Dhaka  ,  Short Address :  866,East Shewrapara , Kafrul,Dhaka-1216 ","CCTV,Gas,Wifi","{'Bedrooms': '1', 'Bathrooms': '1', 'Size': 'SqFt', 'PropertyID': '30843'}",,Yes,7500.00/- BDT ,https://www.thetolet.com/en/dhaka/shewrapara/30843/family-house-tolet-from-march,Tolet,Family House Tolet From March ,Family House
" Sector No :  14  ,  Road No :  1216  ,  House No :  866  ,  Area Name :    Shewrapara  ,  District Name :   Dhaka  Sector No :  14  ,  Road No :  1216  ,  House No :  866  ,  Area Name :    Shewrapara  ,  District Name :   Dhaka  ,   Short Address :  866, East Shewrapara , Metrorail And Bus Station , Dhaka - 1216 ","Gas,Wifi","{'Bedrooms': '1', 'Bathrooms': '1', 'Size': 'SqFt', 'PropertyID': '30845'}",TO-LET With A Small Family  ,Yes,7500.00/- BDT ,https://www.thetolet.com/en/dhaka/shewrapara/30845/family-house-tolet-from-march,Tolet,Family House Tolet From March ,Family House
" Sector No :   ,  Road No :   ,  House No :  4/4  ,  Area Name :    Tejgaon I/A  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :  4/4  ,  Area Name :    Tejgaon I/A  ,  District Name :   Dhaka  ,  Short Address :  4/4 South Begunbari Tejgaon I/A ","Lift Service,CCTV,Gas,Wifi,Fire Alarm","{'Bedrooms': '2', 'Bathrooms': '2', 'Belcony': '2', 'Floor': '3', 'Size': '650SqFt', 'PropertyID': '30846'}","সুবিধা ঃ, ১)২৪ ঘন্টা সিকিউরিটি গার্ড , ২)সিসিটিভি নিয়ন্ত্রিত বিল্ডিং , ৩) লিফট , ৪) জেনারেটর, ৫) বেডরুম দুটোর সাথে ফ্যান, ৬) ডাবল রান্নার চুলা, ৮)ওয়াইফাই, ১৪)বাজার, দোকানপাট কাছে ৩০ টাকা রিক্সা ভাড়া দিয়ে কাওরান বাজার থেকে সব বাজার কিনতে পারবেন, ঠিকানা : ৪/৪ দক্ষিণ বেগুনবাড়ি তেজগাঁও শিল্প এলাকা ঢাকা ১২০৮  ",No,23000.00/- BDT ,https://www.thetolet.com/en/dhaka/tejgaon-i-a/30846/family-house-tolet-from-april,House, Family House Tolet From April , Family
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Rampura  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Rampura  ,  District Name :   Dhaka  ,  Short Address :  266 East Rampura ",,"{'Bedrooms': '2', 'Bathrooms': '1', 'Floor': '3', 'Size': 'SqFt', 'PropertyID': '30847'}",2 room 1 toilet and 1 kitchen  ,No,8000.00/- BDT ,https://www.thetolet.com/en/dhaka/rampura/30847/family-house-tolet-from-march,Tolet,Family House Tolet From March ,Family House
" Sector No :   ,  Road No :  Munshi Bari Road, Zi  ,  House No :   ,  Area Name :    Dhanmondi  ,  District Name :   Dhaka  Sector No :   ,  Road No :  Munshi Bari Road, Zi  ,  House No :   ,  Area Name :    Dhanmondi  ,  District Name :   Dhaka  ,  Short Address :  Munshi Bari Road, Zigatola ",,"{'Bedrooms': '3', 'Bathrooms': '3', 'Belcony': '2', 'Floor': '1', 'Size': '1250SqFt', 'PropertyID': '30848'}",,Yes,30000.00/- BDT ,https://www.thetolet.com/en/dhaka/dhanmondi/30848/family-house-tolet-from-march,Tolet,Family House Tolet From March ,Family House
" Sector No :  1  ,   Road No :  3  ,  House No :  42  ,  Area Name :    Mirpur  ,  District Name :   Dhaka  Sector No :  1  ,   Road No :  3  ,  House No :  42  ,  Area Name :    Mirpur  ,  District Name :   Dhaka  ,  Short Address :  Zoo Road, Rainkhola, Mirpur 2, Near Commerce College, Dhaka-1216 ","Lift Service,Garage,CCTV,Gas,Wifi, ","{'Bedrooms': '2', 'Bathrooms': '2', 'Belcony': '1', 'Floor': '5', 'Size': '1250SqFt', 'PropertyID': '30849'}","১লা এপ্রিল থেকে সাবলেট দেওয়া হবে! , শুধু মাত্র ছাত্রী কিংবা চাকরিজীবী মহিলা। , , ১টি সেপারেট রুম ১ জনের জন্য - ৬০০০ টাকা, ১ টি সেপারেট বড় রুম - ২ জনের জন্য - ৪৫০০/পার্সন , , সুবিধা সমূহ:, * ফ্রী ওয়াইফাই, * রুম সম্পূর্ণ টাইলস করা, * ২৪ ঘন্টা গ্যাস ও পানি, * ২৪ ঘন্টা বিদ্যুৎ, * রাত ১২টা পর্যন্ত লিফট, * ২৪ ঘণ্টা দারোয়ান সুবিধা, * ২৪ ঘণ্টা ফিল্টার খাবার পানি, * মেইন রোডের পাশে, *বিল্ডিংয়ের চারপাশ ওপেন হওয়ায় আলো বাতাসের কোনো কমতি নেই। , * মেয়েদের জন্য ১০০% সিকিউর, , আমরা ২ রুমে শুধু ৩জন মেয়েকে উঠাবো আর কোনো পুরুষ মানুষকে এলাউ করবো না। , ইভেন বাসায় কোনো পুরুষ থাকবে না। , , লোকেশন: মিরপুর ১, রাইনখোলা বাজারের ঠিক বিপরীতে, কমার্স কলেজ হেঁটে যেতে ৩ মিনিট লাগে।, আগ্রহী হলে ডাইরেক্ট কল করুন।, ধন্যবাদ।  ",No,6000.00/- BDT ,https://www.thetolet.com/en/dhaka/mirpur/30849/sublet-room-tolet-from-april,Tolet,Sublet Room Tolet From April ,Sublet Room
" Sector No :   ,  Road No :  151 jail road ghope   ,  House No :   ,  Area Name :    Jessore Sadar  ,  District Name :   Jessore  Sector No :   ,  Road No :  151 jail road ghope   ,  House No :   ,  Area Name :    Jessore Sadar  ,  District Name :   Jessore  ,  Short Address :  Near Jashore Mayor Md Polas Residence ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'Belcony': '2', 'Floor': '1', 'Size': 'SqFt', 'PropertyID': '30851'}","2 bed room , 2 attached bathroom , 2 balkony, 1 kitchen room  ,  ",No,5500.00/- BDT ,https://www.thetolet.com/en/jessore/jessore-sadar/30851/family-house-tolet-from-march,Tolet,Family House Tolet From March ,Family House
" Sector No :  59  ,  Road No :  4  ,  House No :  59/4/1  ,  Area Name :    Dhanmondi  ,  District Name :   Dhaka  Sector No :  59  ,  Road No :  4  ,  House No :  59/4/1  ,  Area Name :    Dhanmondi  ,  District Name :   Dhaka  ,  Short Address :  59/4/1 Raza Bazar ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'Belcony': '3', 'Floor': '2', 'Size': '18/12SqFt', 'PropertyID': '30852'}","TO-LET, Only for Male (Student/Job holder), মাত্র ৫৯৯৯ টাকা এত কম খরচে একটি সুন্দর ও মনোরম পরিবেশে থাকার বেস্ট চয়েজ হতে পারে আপনার জন্য এই হোস্টেলটি, আগামী মার্চ মাস হতে ব্যাচেলর ছেলেদের ফ্ল্যাটে সিট ভাড়া দেওয়া হবে (এটাচ বাথরুম, বেলকুনি সহ) , , সুবিধাসমূহ ঃ-, >AC রুম, >নামাজের স্থান , >তিন বেলা গরম খাবার , >স্ট্যাডি জোন (টেবিল, চেয়ার) , >RO বিশুদ্ধ খাবার পানি , >লন্ডি সার্ভিস , > ওয়াই-ফাই , >হাউজকিপিং সার্ভিস সহ ২৫টির বেশি সুবিধা , , লোকেশান ঃপশ্চিম রাজাবাজার মসজিদের পাশে, ফার্মগেট, খামারবাড়ি থেকে ৫-৭ মিনিটের দূরত্ব। তেজগাঁও কলেজ থেকে ১৫মিনিটের দূরত্ব।, যোগাযোগ, ০১৮৩৩৪১১৫১৮  ",Yes,5999.00/- BDT ,https://www.thetolet.com/en/dhaka/dhanmondi/30852/hostel-seat-tolet-from-march,Tolet,Hostel Seat Tolet From March ,Hostel Seat
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Airport  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Airport  ,  District Name :   Dhaka  ,  Short Address :  Airport ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'Size': 'SqFt', 'PropertyID': '30853'}",airport nordapara kawla  ,Yes,4000.00/- BDT ,https://www.thetolet.com/en/dhaka/airport/30853/sublet-room-tolet-from-march,Tolet,Sublet Room Tolet From March ,Sublet Room
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  ,  Short Address :  Basundhara ","Lift Service,Garage,CCTV,Gas,Wifi,Fire Alarm","{'Bedrooms': '2', 'Bathrooms': '2', 'Belcony': '1', 'Floor': '4', 'Size': '875SqFt', 'PropertyID': '30855'}","Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All  the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc..Facilities Available>Fully Furnished Apartment>Security & Laundry Service>Filter, Washing Machine, LP Gas>Drawing, Dining Space Available>Daily Room & Bathroom Cleaning>WiFi, Microwave oven, Geyser, A/C>Short-Term Rentals, TV, Refrigerator., Website: https://www.hotels.com.bd/rental/apartment-furnishedYouTube: https://www.youtube.com/watch?v=8kJKBg9LRkM&t=2s., , Contact For Booking:+88 01712553547+88 01921096846  ",No,55000.00/- BDT ,https://www.thetolet.com/en/dhaka/bashundhara-r-a/30855/family-house-tolet-from-april,Tolet,Family House Tolet From April ,Family House
" Sector No :  smritidhara  ,  Road No :  road no 6  ,  House No :  1861  ,  Area Name :    Others  ,  District Name :   Dhaka  Sector No :  smritidhara  ,  Road No :  road no 6  ,  House No :  1861  ,  Area Name :    Others  ,  District Name :   Dhaka  ,  Short Address :  Shanir Akhra, Smritidhara Road 6, Dhaka 1861 ",,"{'Bedrooms': '3', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '3', 'Size': 'SqFt', 'PropertyID': '30856'}",,No,11000.00/- BDT ,https://www.thetolet.com/en/dhaka/others/30856/family-house-tolet-from-february,Tolet,Family House Tolet From February ,Family House
"  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Trishal  ,  District Name :   Mymensingh   Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Trishal  ,  District Name :   Mymensingh  ,  Short Address :  Trishal ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '3', 'Size': 'SqFt', 'PropertyID': '30857'}",,Yes,4000.00/- BDT ,https://www.thetolet.com/en/mymensingh/trishal/30857/family-house-tolet-from-march,Tolet,Family House Tolet From March ,Family House
" Sector No :  Dhanmondi River view  ,  Road No :  13  ,  House No :  38  ,  Area Name :    Rayer Bazar  ,  District Name :   Dhaka  Sector No :  Dhanmondi River view  ,  Road No :  13  ,  House No :  38  ,  Area Name :    Rayer Bazar  ,  District Name :   Dhaka  ,  Short Address :  Rayer Bazar Sadek Khan Petrol Pump Er Opposite A Baraikhali Road ","Lift Service,Garage,CCTV,Gas,Wifi","{'Bedrooms': '1', 'Bathrooms': '1', 'Floor': '6', 'Size': '3personSqFt', 'PropertyID': '30860'}",sublet..a room with attached washroom  ,No,6500.00/- BDT ,https://www.thetolet.com/en/dhaka/rayer-bazar/30860/bachelor-house-tolet-from-march,Tolet,Bachelor House Tolet From March ,Bachelor House
" Sector No :  West Razabazar  ,  Road No :   ,  House No :  48/G4  ,  Area Name :    Farmgate  ,  District Name :   Dhaka  Sector No :  West Razabazar  ,  Road No :   ,  House No :  48/G4  ,  Area Name :    Farmgate  ,  District Name :   Dhaka  ,  Short Address :  Near Ronoda Pharmacy(Square Hospital) ","Gas,Wifi","{'Bedrooms': '2', 'Bathrooms': '1', 'Floor': '5', 'Size': 'SqFt', 'PropertyID': '30861'}","শুধুমাত্র পুরুষ ব্যাচেলরদের জন্য], , ✅ আগামী ১লা এপ্রিল মাস থেকে সুন্দর ও মনোরম পরিবেশে তিনজনের রুমে ১ সিট খালি আছে । , ভাড়া ২৮৬০( গ্যাস,বিদ্যুৎ, পানির বিল সহ), এবং মে মাস থেকে ৩ জনের এক রুম খালি হবে।, , ✅ সুবিধা সমূহঃ , ১. সার্বক্ষণিক নিরাপত্তা ব্যবস্থা ।, ২. ২৪ ঘন্টা, গ্যাস, বিদ্যুৎ, পানি ও ইন্টারনেট ব্যবস্থা।, ৩. তিন বেলা মিল সিস্টেম খাবার।, , ☑️লোকেশনঃ (48/G-4)পশ্চিম রাজাবাজার, ফার্মগেট। রনদা ফার্মেসির পাশে।(৫ তালার ওপরে)  ",No,2860.00/- BDT ,https://www.thetolet.com/en/dhaka/farmgate/30861/bachelor-house-tolet-from-april,Tolet,Bachelor House Tolet From April ,Bachelor House
" Sector No :  পুলিশ টাউনের পশ্চিম  ,  Road No :  Police Town  ,  House No :  Dattopara  ,  Area Name :    Savar  ,  District Name :   Dhaka  Sector No :  পুলিশ টাউনের পশ্চিম  ,  Road No :  Police Town  ,  House No :  Dattopara  ,  Area Name :    Savar  ,  District Name :   Dhaka  ,  Short Address :  পুলিশ টাউনের অপজিট পল্লী বিদ্যুৎ অফিস এর পেছনে ",CCTV,"{'Bedrooms': '1', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '1', 'Size': '1100SqFt', 'PropertyID': '30862'}","পুলিশ টাউন মেইনরোড হইতে 70 গজ দূরত্ব 18 ফিটের রাস্তা সংলগ্ন 2 তলা বাড়ীর নিচ তলায় 1100 বর্গফুট এর বাড়ী গোডাউন অথবা অফিস ভাড়া দেওয়া হইবে। যোগাযোগ 01796-502220 অথবা 01976-502220,  ,    ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/savar/30862/office-space-tolet-from-april,Tolet,Office Space Tolet From April ,Office Space
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Birampur  ,  District Name :   Dinajpur  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Birampur  ,  District Name :   Dinajpur  ,  Short Address :  Eidgah Abashik Area ",,"{'Bedrooms': '2', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '1', 'Size': 'SqFt', 'PropertyID': '30864'}",,Yes,3500.00/- BDT ,https://www.thetolet.com/en/dinajpur/birampur/30864/family-house-tolet-from-march,Tolet,Family House Tolet From March ,Family House
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  ,  Short Address :  JCX TOWER,1136/A, Block-I, Level 5, Japan Street, ","Lift Service,Garage, CCTV,Gas,Wifi,Fire Alarm","{'Bedrooms': '2', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '4', 'Size': '375SqFt', 'PropertyID': '30865'}","Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven,  A/C.. Facilities Available : > Grocery Shop, BBQ corner> Swimming Pool,Theatre room> Gym with 24/7 and Jogging track > Daily Room & Bathroom Cleaning > Multi-purpose Hall Room With Full AC > Steam Bath, Thermal massager> Landscape With Sitting Arrangement. Website: https://www.hotels.com.bd/two-room YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk. Contact For Booking: +88 01712553547 +88 01921096842  ",No,35999.00/- BDT ,https://www.thetolet.com/en/dhaka/bashundhara-r-a/30865/family-house-tolet-from-april,Tolet,Family House Tolet From April ,Family House
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Farmgate  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Farmgate  ,  District Name :   Dhaka  ,  Short Address :  পূর্ব তেজতুরি বাজার ",,"{'Bedrooms': '3', 'Bathrooms': '3', 'Belcony': '3', 'Floor': '2', 'Size': 'SqFt', 'PropertyID': '30868'}",,No,6000.00/- BDT ,https://www.thetolet.com/en/dhaka/farmgate/30868/sublet-room-tolet-from-april,Tolet,Sublet Room Tolet From April ,Sublet Room
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  ,  Short Address :  JCX TOWER,1136/A, Block-I, Level 5, Japan Street, ","Lift Service,Garage,CCTV,Gas,Wifi,Fire Alarm","{'Bedrooms': '2', 'Bathrooms': '2', 'Belcony': '1', 'Floor': '4', 'Size': '875SqFt', 'PropertyID': '30869'}","Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All  the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc..Facilities Available>Fully Furnished Apartment>Security & Laundry Service>Filter, Washing Machine, LP Gas>Drawing, Dining Space Available>Daily Room & Bathroom Cleaning>WiFi, Microwave oven, Geyser, A/C>Short-Term Rentals, TV, Refrigerator., Website: https://www.hotels.com.bd/rental/apartment-furnishedYouTube: https://www.youtube.com/watch?v=8kJKBg9LRkM&t=2s., , Contact For Booking:+88 01712553547+88 01921096846  ",No,55000.00/- BDT ,https://www.thetolet.com/en/dhaka/bashundhara-r-a/30869/family-house-tolet-from-april,Tolet,Family House Tolet From April  ,Family House
