Location,num_bath_rooms,num_bed_rooms,area,property_description,building_type,property_type,price,AD URL,City,Area,Address,Cable TV-amenity,Microwave-amenity,Grill-amenity,Pool-amenity,Dishwasher-amenity,null-amenity,Air conditioning-amenity,Computer-amenity,Parking-amenity,Internet-amenity,Heating-amenity,Balcony-amenity,Lift-amenity
 Dhaka ,3.0,3.0,1365.0,"B H Jamuna Tower project developed by B H Builders Limited along with 1365 sqft, 3-beds Apartment/Flats. The B H Jamuna Tower Apartment has been completed with user-friendliness in mind and the living space will be relaxing. Essentials for a healthy being are available for a better lifestyle. Some work is underway that will be done soon. It is a very well-planned area, which helps residents to experience a stable environment in a well-balanced zone. It is well designed and spacious. We have everything you need for a healthy lifestyle and your rooms are as good as your home. The crowded area is annoying to residents and needs to be balanced, so this place is designed to provide a variety of facilities, including medical centers, schools, universities, and recreation centers. For more details feel free to contact us. প্রজেক্টের নাম : বি এইচ যমুনা টাওয়ার।
প্রজেক্ট এড্রেস: বাউনিয়া কালিবাড়ী, আলাদ্বীরটেক, পল্লবী, ঢাকা-1216 ।
প্রজেক্টের জমির পরিমান: ১০ কাঠা
প্রজেক্ট হাইট: ১০ তালা ।
ইউনিট সংখ্যা : 4টা, প্রতি ফ্লোরে
প্রজেক্ট টাইপ: রেসিডেন্সিয়াল ।
ইন্টেরিয়র:
৩ বেড রুম. ১ লিভিং, ডাইনিং, ৩ টয়লেট. ৩ বারান্দা, কিচেন ।1. সুপার কোয়ালিটি ইমপোর্টেড লিফ্ট ।
২. লিফ্ট, ওয়াটার পাম্প, সিঁড়ি এবং এপার্টমেন্টে লাইটিং এর জন্য জেনারেটার ।
৩. প্রশস্ত প্রধান এন্ট্রি, গার্ড রুম, ডেকোরেটিভ মেইন গেট ।
৪. লিফ্ট, জেনারেটার, সাব- স্টেশন, ২৪ ঘন্টা সিকিউরিটি ।
৫. স্পেসিয়াস কার পার্কিং ।
৬. রিক্টর স্কেলএ ৮.০ ভূমিকম্প প্রতিরোধী ।
৭. ব্যাঙ্ক লোন ফ্যাসিলিটি ।
৮. ৪০% ডাউন-পেমেন্ট. ৬০% মাসিক ইনস্টলমেন্ট ।
৯. বেস্ট কোয়ালিটি কনস্ট্রাকশন ম্যাটেরিয়ালস ব্যবহার করা হয়েছে ।
১০. সকল ইউটিলিটি কানেকশন এভেইলেবল ।ট্রান্সপোর্ট ফেসিলিটি: শুক্রবার এবং শনিবার আমরা গ্রাহকদেড় জন্য ট্রান্সপোর্ট ফেসিলিটি দিয়া থাকি ।
ব্যাংক লোন ফেসিলিটি: এভেইলেবল ।আমাদের অফিস এড্রেস:
বি. এইচ. বিল্ডার্স লি. 
555/556, দক্ষিন মানিকদী, ইসিবি চত্ত্বর, ঢাকা ক্যান্টনমেন্ট, ঢাকা-1206.",Sale,Residential,4300000.0,https://www.estatemartbd.com/property/149/en/1365_sqft_3_beds_apartmentflats_for_sale_at_alobtirtek_east_pallabi,Dhaka,,,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes
 Dhaka ,3.0,3.0,1200.0,"If you are looking for luxurious home to live but in budget, then this must be your choice. Building name on entrance WallStrong boundary wall with Secured grill. Car Parking Spaces.One Generator Room,Gurd room,Spetic Tank,Staircase & Labby,Gas Riser,Toilet,Reception Lobby,Reception desk,2 (Tow) staircase,Staircase & Lobby finished by Tiles.Capacity will be provided from load calculation.Large enough to have adequate reserve (02 days capacity) Measures to control pollution from out side Strong enough to withstand all live load on it.Over head RCC Water tank,Garden,Sitting facilities,Roof over Staircase & Lift machine room,2 (Tow) door of entrance at Roof,Coth drying facilities,Protective parapet wall,Community room,Indoor games,Children Play area,Gymnasium etc.Ten passenger 4 (Four),Lifts Foreign brands.as per load calculation from good brands.",Sale,Residential,6600000.0,https://www.estatemartbd.com/property/151/en/smart_luxuries_condominium_type_h_apartment_for_sale,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,3.0,3.0,1450.0,"If you are looking for luxurious home to live but in budget, then this must be your choice. Building name on entrance WallStrong boundary wall with Secured grill. Car Parking Spaces.One Generator Room,Gurd room,Spetic Tank,Staircase & Labby,Gas Riser,Toilet,Reception Lobby,Reception desk,2 (Tow) staircase,Staircase & Lobby finished by Tiles.Capacity will be provided from load calculation.Large enough to have adequate reserve (02 days capacity) Measures to control pollution from out side Strong enough to withstand all live load on it.Over head RCC Water tank,Garden,Sitting facilities,Roof over Staircase & Lift machine room,2 (Tow) door of entrance at Roof,Coth drying facilities,Protective parapet wall,Community room,Indoor games,Children Play area,Gymnasium etc.Ten passenger 4 (Four),Lifts Foreign brands.as per load calculation from good brands.",Sale,Residential,7975000.0,https://www.estatemartbd.com/property/152/en/smart_luxuries_condominium_type_g_apartment_for_sale,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,3.0,3.0,1016.0,,Sale,Residential,3870000.0,https://www.estatemartbd.com/property/160/en/reon_bilkiss_palace_exclusive_flat_sale_at_arshi_nagar,Dhaka,,,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes
 Dhaka ,3.0,3.0,1300.0,,Sale,Residential,5200000.0,https://www.estatemartbd.com/property/158/en/reon_aroma_house_exclusive_flat_sale_at_laboni_point,Dhaka,,,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes
 Dhaka ,3.0,3.0,1380.0,"If you are looking for luxurious home to live but in budget, then this must be your choice. Building name on entrance WallStrong boundary wall with Secured grill. Car Parking Spaces.One Generator Room,Gurd room,Spetic Tank,Staircase & Labby,Gas Riser,Toilet,Reception Lobby,Reception desk,2 (Tow) staircase,Staircase & Lobby finished by Tiles.Capacity will be provided from load calculation.Large enough to have adequate reserve (02 days capacity) Measures to control pollution from out side Strong enough to withstand all live load on it.Over head RCC Water tank,Garden,Sitting facilities,Roof over Staircase & Lift machine room,2 (Tow) door of entrance at Roof,Coth drying facilities,Protective parapet wall,Community room,Indoor games,Children Play area,Gymnasium etc.Ten passenger 4 (Four),Lifts Foreign brands.as per load calculation from good brands.",Sale,Residential,7590000.0,https://www.estatemartbd.com/property/154/en/smart_luxuries_condominium_type_bd_apartment_for_sale,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,3.0,3.0,1400.0,"If you are looking for luxurious home to live but in budget, then this must be your choice. Building name on entrance WallStrong boundary wall with Secured grill. Car Parking Spaces.One Generator Room,Gurd room,Spetic Tank,Staircase & Labby,Gas Riser,Toilet,Reception Lobby,Reception desk,2 (Tow) staircase,Staircase & Lobby finished by Tiles.Capacity will be provided from load calculation.Large enough to have adequate reserve (02 days capacity) Measures to control pollution from out side Strong enough to withstand all live load on it.Over head RCC Water tank,Garden,Sitting facilities,Roof over Staircase & Lift machine room,2 (Tow) door of entrance at Roof,Coth drying facilities,Protective parapet wall,Community room,Indoor games,Children Play area,Gymnasium etc.Ten passenger 4 (Four),Lifts Foreign brands.as per load calculation from good brands.",Sale,Residential,7700000.0,https://www.estatemartbd.com/property/155/en/smart_luxuries_condominium_type_c_apartment_for_sale,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,3.0,3.0,1800.0,"If you are looking for luxurious home to live but in budget, then this must be your choice. Building name on entrance WallStrong boundary wall with Secured grill. Car Parking Spaces.One Generator Room,Gurd room,Spetic Tank,Staircase & Labby,Gas Riser,Toilet,Reception Lobby,Reception desk,2 (Tow) staircase,Staircase & Lobby finished by Tiles.Capacity will be provided from load calculation.Large enough to have adequate reserve (02 days capacity) Measures to control pollution from out side Strong enough to withstand all live load on it.Over head RCC Water tank,Garden,Sitting facilities,Roof over Staircase & Lift machine room,2 (Tow) door of entrance at Roof,Coth drying facilities,Protective parapet wall,Community room,Indoor games,Children Play area,Gymnasium etc.Ten passenger 4 (Four),Lifts Foreign brands.as per load calculation from good brands.",Sale,Residential,9900000.0,https://www.estatemartbd.com/property/153/en/smart_luxuries_condominium_type_a_apartment_for_sale,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,3.0,3.0,1360.0,"Address: 342/2, Jafrabad, West Dhanmondi, DhakaOngoing projectApartment handover period -2yearsprice-8300000/-3bed, 3 toilet 2 varandah living room dinning room family living kitchen with wc.facilities-parking, waiting room, generator,gas, lift, rooftop community space.Available floor-2nd,4th and 5th.each floor has single unit, apartment ensures good ventilation.",Sale,Residential,8300000.0,https://www.estatemartbd.com/property/157/en/apartment_for_sale_on_an_ongoing_project,Dhaka,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No
" Uttara, Dhaka ",3.0,3.0,1500.0,"দিয়া বাড়ি থেকে উত্তর দিকে নয়ানগর মজিদ মার্কেট#আর_মাত্র_কয়েকটি_শেয়ার_বিক্রি করব।২ নম্বর ছাদের কাজ চলমানবর্তমান শেয়ার হোল্ডারগন সবাই অনার্স- মাস্টার্স , ডাক্তার ৩ জন ,ইঞ্জিনিয়ার ১২জন , পি এইস ডি হোল্ডার ২ জন , কয়েকজন বিভিন্ন গ্রুপ অফ কোম্পানির জি এম ‌‌‌‌‌‌‌‍‍‍‍‍।উত্তরায় নির্মাণাধীন ফ্ল্যাট - প্রতি বর্গফুট মাত্র ২৮০০ টাকা..!!!* উত্তরার মেট্রোরেল ডিপোর পাশে প্রায় ১০কাঠা জমির উপর ‘ডি আই টি এল হলি ড্রিম ‘ নামে একটি আবাসন প্রকল্প নিয়েছে ডিজাইন আইডিয়াস এন্ড টেকনোলজি লিমিটেড ( ডি আই টি এল)।* এ প্রকল্পে জমির দামসহ ফ্ল্যাট বানানো শেষ হওয়া পর্যন্ত খরচ পড়ছে প্রতি বর্গ ফুট মাত্র ৩০০০ থেকে ৩২০০ টাকা...!! যা চলমান বাজার দরের প্রায় অর্ধেক দাম .......* জমি কিনে বাড়ি নির্মান পদ্ধতিতে প্রকল্প বাস্তবায়ন করায় উক্ত খরচে ফ্ল্যাট নির্মান সম্ভব হচ্ছে ।* ১০ কাঠার একটি প্লটে প্রতি ফ্লোরে ৪ ইউনিট করে ১০তলা একটি ভবন নির্মান করা হবে। একটি ভবনে মোট ফ্ল্যাট হবে ৩৬টি।* প্রকল্পের লোকেশন : জায়গাটি রাজধানীর উত্তরার ১৫ নং সেক্টরের পাশে নির্মানাধীন মেট্রোলেরেলে ডিপো থেকে ‘১‘ কিলোমিটার ও দিয়াবড়ি গোলচত্বর থেকে পায়ে হাটা দুরত্বে। নয়া নগর মজিদ মার্কেটেপাশেই রয়েছে ঃ মাইলস্টোন স্কুল ও কলেজের স্থায়ী ক্যাম্পাস, ঢাকা পুলিশ লাইন, বিজিএমইএ ইউনিভার্সিটি ও উত্তরা ইউনিভার্সিটি।উচ্চশিক্ষিত প্রতিবেশিদের সাথে , নির্মাণ খরচে ফ্ল্যাটের শেয়াদখখিন মুখিজমি ১০ কাঠা১০ তোলা ভবন৪ ইউনিট প্রতি ফ্লোরে২ টি লিফট৩ টি ভয়েড১ টি সিঁড়িসব গুলো শেয়ার বিক্রি হয়ে গেছে২ নম্বর ছাদের কাজ চলছে!নয়া নগরের মজিদ মার্কেট",Sale,Residential,4500000.0,https://www.estatemartbd.com/property/190/en/holy_dream_1500_sqft_apartment_for_sale_at_noyanagar_majid_market_uttara,Dhaka,Uttara,,No,No,No,No,No,Yes,No,No,No,No,No,No,No
 Savar ,0.0,0.0,135.0,"GROUND FLOOR BEST LOCATION SHOP!Shop size: 135 sqft. Buy the shop of your dreams today at the most promising and premium shopping mall of Savar called  situated near Savar DOHS and D-EPZ.  
 You can avail the following features if you buy your shop At Olympia Plaza:- 180 feet wide road.- 280+ Parking.- Central AC.- All-time power backup.- 8 lifts including Capsule Lift, Passenger Lift, Cargo Lift.- Escalator.- Top Security: CCTV Monitored Space.- International Standard Fire Exit.- 25,000 SFT per floor.- Adjacent 24km Dhaka - Ashulia Expressway.- Rajuk member.
At Olympia Plaza your shop will have plenty of visitors because of the following more shops and features at the market:- Agent Banking.- Departmental Store.- Super Shop.- Crockeries & Brand Shops.- Boutique Shops.- Jewelry Shops.- Ready made garment Shops.- Electronics.- Food Zone.- Kids Play Zone.- Convention Hall.- 4 star hotel Austino from 6th to 16th floor of Olympia Plaza. ** Also get 24+ installment features.Status of Project: Under Construction / On-going.Please feel free to contact us for more details.  to find more properties",Sale,Commercial,2430000.0,https://www.estatemartbd.com/property/193/en/a_commercial_space_is_available_for_sale_in_ashulia_near_savar_dohs_and_d_epz,,Savar,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
 Bashundhara R/A ,4.0,4.0,2165.0,"Project Name: Orchard ShadowsAddress: Plot 289, Block D, Road 09, Bashundhara R/AApartment Area: ± 2150 Sqft.Single unit apartment per floor.Project Status; Construction ongoing.Location: Plot No: House# 289, Road# 09, Block# D, Bashundhara R/A, DhakaLand area: 5(Five) KathaThe specialty of the Land: South Facing PlotFront Road: 25 Feet WideNumber of Floors: G + 8 (Eight) FloorsAn architectural design piece with all functional solutions and living comfort.A security system.A comfortable car park.A concierge desk.All lobbies and stairs will be finished with unpolished marble or the developer’s standard.One superior quality 8 (Eight) passengers lift from reputed manufacturers like Hyundai or Mitsubishi.TOTO/GROHE/COTTO standard sanitary wares will be used in all bathrooms and kitchen.One standby auto starter canopied generator will ensure an uninterrupted power supply. 100% Generator Backup including all ACs.All apartments will have individual intercom systems connected to the reception on the ground floorNear North South University, IUB & AIUBNear Evercare Hospital (Apollo)Near 300ft. road to Purbachalwebsite:  www.actsasset.com",Sale,Residential,21567500.0,https://www.estatemartbd.com/property/194/en/orchard_shadows_2165_sqft_at_bashundhara_ra,,, Bashundhara R/A ,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
 Dhaka ,3.0,3.0,1200.0,"Want to sale ready flat at Keraniganj in Dhaka by poor price & bank loan facilities, ready flat size 1200 & others sq.feet. Location- Keranigang From project only 15 mnts to Motizeel, 15 mnts Gulistan, jatrabari. Communication is well, Others facility nearby- DOHS area, Stadium, Jaganath University, Padma setur rail station, jeelmeel project, school, college etc.If you are interested please call 01712953549.",Sale,Residential,3120000.0,https://www.estatemartbd.com/property/199/en/ready_flat_for_sale_at_keraniganj_with_loan_facility_and_cheap_price,Dhaka,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No
" Badda, Dhaka ",4.0,3.0,1900.0,"A well-designed and well-constructed building is an opportunity at this time.  offers you  an amazing apartment in Badda, Dhaka. The building accepts spacious parking spaces and elevators to access the floor indicating a requirement. Other facilities include gas, water, electricity, parking, and security 24/7. The apartment also has a well-appointed bathroom with decor as per your requirement. Handover: December 2022.Request you to call any time even holiday for further information.  Find more attractive ready flat/apartment/commercial space for sale in Dhaka, all over Bangladesh.  
Regards,
Mamun,
Mob: 01746289901
Vivek Real Estate",Sale,Residential,20300000.0,https://www.estatemartbd.com/property/203/en/find_1900_2400_sqft_hatirjheel_lakeside_view_luxurious_flat_for_sale_at_badda,Dhaka,Badda,,No,No,No,No,No,Yes,No,No,No,No,No,No,No
" Uttara, Dhaka ",3.0,3.0,1200.0,"Address: Road-20/A, Plot-1140, Sector-3, Uttara, Dhaka-12301200 sft  APARTMENT at Uttara Sector 3 for sale.Hand Over: October, 2022Request you to call any time even holyday for further information.
Regards,
Mamun,
Mob: 01746289901
Vivek Real Estate",Sale,Residential,9100000.0,https://www.estatemartbd.com/property/204/en/vivek_maliat_1200_sqft_luxurious_flat_for_sale_at_uttara,Dhaka,Uttara,,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes
 Uttara ,3.0,3.0,1250.0,"ঢাকায় সাধ্যের মধ্যে নিজের একটা ফ্ল্যাট করার স্বপ্ন যারা অনেকদিন থেকে লালন করছেন তাদের জন্য রয়েছে একটি সু-খবর!!ঢাকা শহরের অন্যতম প্রাইম লোকেশন ঢাকা ,উত্তরা, দিয়া বাড়ি নয়ানগর , আপনার এই স্বপ্ন পূরণে বিশ্বস্ততার হাত বাড়িয়ে দিয়েছেDesign Ideas & Technology Ltd.তাই আর দেরি না করে আজি চলে আসুন আপনার পছন্দের জায়গা কিনে আপনার স্বপ্নকে পূরণ করুন।Address: ঢাকা ,উত্তরা, দিয়া বাড়ি থেকে উত্তর দিকে নয়ানগর মজিদ মার্কেটDiscretion:Beds: 3Baths: 3Size: 1,250 sqftVery Near BGMEA University Uttaraদিয়াবাড়ি মেট্রোরেল ডিপো থেকে প্রায় এক কিলোমিটার দূরত্ব পাশেই রয়েছে ঃ মাইলস্টোন স্কুল ও কলেজের স্থায়ী ক্যাম্পাস, ঢাকা পুলিশ লাইন, বিজিএমইএ ইউনিভার্সিটি ও উত্তরা ইউনিভার্সিটি।নয়ানগর, মজিদ মার্কেট, সংলগ্ন।দক্ষিণ-পূর্ব মুখি প্লটজমি 6 কাঠা৯ তলা ভবন3 ইউনিট প্রতি ফ্লোরে1 টি লিফট1 টি ভয়েড১ টি সিঁড়িকিছু সংখ্যক শেয়ার বিক্রি করা হবেTk 1,000,000 শেয়ার মূল্যনয়ানগর, মজিদ মার্কেট, সংলগ্নযোগাযোগ: 01715-43721501715-409131",Sale,Residential,1000000.0,https://www.estatemartbd.com/property/205/en/dream_touch_land_share_sale_for_flat_at_uttara,,Uttara,,No,No,No,No,No,Yes,No,No,No,No,No,No,No
