added_on,address,area,details,fire_exit,generator,gym,last_updated,lift,offered_floor,parking,present_status,price,property_category,property_id,property_size,property_type,property_url,rent_or_sale,rooftop_garden,swimming_pool,title,total_bathrooms
"Tue, Dec 24, 2019 7:51 AM",Gulshan,"Gulshan, Dhaka","2300 sqft full furnished apartment with 3 bedroom, 3 bathroom, drawing, dining, modern kitchen with cupboard, all bedroom has builtin cabinet, nit & clean, European standard fitting & fixtures, daily cleaning facilities are available.  

This apartment will be rent  for daily, weekly and monthly basis.

For Daily Rent : $120.00 
For Weekly and Monthly rental will be lower on discussion.
Please contact only for foreigners short or long time stay.",Yes,Full Backup,,"Tue, Dec 24, 2019 7:51 AM",Yes,1,1 Slot,Vacant,120.00 BDT,Residential,129,2300,Apartment,https://propertyfinderbd.com/property-details/129,Rent,Yes,,"Service Apartment Available For Rent Daily, Weekly And Monthly Basis In Gulshan",3
"Thu, Dec 26, 2019 7:49 AM",Banani North,"Banani, Dhaka","26 00 Sqft Fully Furnished Luxurious Apartment  with 4 bed, 3 bath, Drawing, Dining, Kitchen, Servant room, fully air conditioner,  modern beds, dining table with 6 chairs, fridge, gas oven 4 burner, sofa set, washing machine, cupboard etc. All furniture is European Standard.
Please contact for foreigners residence only.",Yes,Partial,,"Thu, Dec 26, 2019 7:49 AM",Yes,2,2 Slot,Vacant,130000.00 BDT,Residential,130,2600,Apartment,https://propertyfinderbd.com/property-details/130,Rent,Yes,,"4 Bedroom Full Furnished Apartment Rent In Banani, Dhaka",4
"Fri, Jan 3, 2020 9:44 AM",Gulshan,"Gulshan, Dhaka","The property, located at Gulshan two, is a standalone building, constructed of brick, with 6 floors and 15,000 square feet in size. The interior floors are mouzaik, and walls are constructed of brick. There are 15 bedrooms and three bathrooms, Every floor 3000 sqft with 3bedroom, 3bathroom, drawing , dining and kitchen area. Total 10 car parking, lift, generator etc. Please call only for foreign, NGO or corporate office.",Yes,Partial,,"Fri, Jan 3, 2020 9:44 AM",Yes,6,10 Slot,Vacant,1000000.00 BDT,Residential,132,15000,Building,https://propertyfinderbd.com/property-details/132,Rent,,,15000 sft 6 story independent house rent for office at Gulshan,18
"Fri, Dec 27, 2019 6:52 AM","Bhabanipur, Gazipur","Gazipur, Dhaka","50000 Sqft fully ready and non-bonded commercial ware house located in Tongi, Gazipura. Fully secured and protected with professional security guard, CC Camera and others equipment etc. loading - unloading facilities, Please call only for foreign or multinational, corporate organization for warehouse or factory.",Yes,Partial,,"Fri, Dec 27, 2019 6:52 AM",,1,5 Slot,Vacant,750000.00 BDT,Commercial,131,50000,Factory Shade,https://propertyfinderbd.com/property-details/131,Rent,,,"50000 sft Warehouse Available For Rent At Bhabanipur, Gazipur",5
"Tue, Jan 14, 2020 10:58 AM",Gulshan,"Gulshan, Dhaka","Fully Furnished Apartment with 3 bed, 3 bath, Drawing, Dining, Kitchen, Servant room, fully air conditioner, beds, dining table with 6 chairs, fridge, gas oven 4 burner, sofa set, washing machine, cupboard etc.",Yes,Partial,,"Tue, Jan 14, 2020 10:58 AM",Yes,2,1 Slot,Vacant,65000.00 BDT,Residential,134,1600,Apartment,https://propertyfinderbd.com/property-details/134,Rent,,,1600 sqft Furnished Apartment Rent At Gulshan 2,3
"Mon, Mar 6, 2023 5:07 AM","Pubail, Kaliganj","Pubail, Kaliganj, Dhaka","The land is situated in Pubail, which is an industrial hub of Gazipur, and offers excellent connectivity to major highways and roads, making transportation of goods and materials easy and convenient. This area is well-known for its excellent infrastructure and well-developed transportation network, making it an ideal location for any industrial enterprise. The  13 bigha (approximately 4.5 acres) of land is perfect for setting up a manufacturing facility, factory, or warehouse. It's location is ideal for a wide range of businesses, with ample opportunities for growth and expansion. Don't miss this chance to invest in a promising area with limitless potential!",,No,,"Mon, Mar 6, 2023 5:07 AM",,1,,Vacant,365000000.00 BDT,Land,780,13,Factory Land,https://propertyfinderbd.com/property-details/780,Sale,,,"13 Bigha Factory Land for Sale in Pubail, Kaligonj - Your Gateway to Growth!""",
"Thu, Jan 16, 2020 7:04 AM",Gulshan,"Gulshan, Dhaka","3000 sft luxurious apartment rent at Gulshan with 4 bedroom, 4 bathroom, build-in cabinet in the all bedrooms & kitchen area, 1 car parking, 24 ours generator & lift facilities.  back-up generator etc.",Yes,Partial,,"Thu, Jan 16, 2020 7:04 AM",Yes,3,1 Slot,Vacant,125000.00 BDT,Residential,135,3000,Apartment,https://propertyfinderbd.com/property-details/135,Rent,,,3000 Sqft Apartment Rent In Gulshan 2,4
"Thu, Aug 29, 2019 6:47 AM",Gulshan Avenue,"Gulshan, Dhaka","3000 sft Commercial Office Open Space At Gulshan Avenue
Fully Commercial Building according to RAJUK new rules at Gulshan Avenue, 3000 sft open office space at 8th floor with 3 executive toilet, pantry, nice views, floor finished by mirror polish tiles, bright, 2lifts, emergency stair case, modern fire fitting system, car lift facilities etc.
Parking 01 Slot
Generator 100% Power backup",Yes,Full Backup,,"Thu, Aug 29, 2019 6:47 AM",Yes,9,1 Slot,Vacant,450000.00 BDT,Commercial,115,3000,Office,https://propertyfinderbd.com/property-details/115,Rent,Yes,,3000 sqft Commercial Space Available For Rennt In Gulshan Avenue,
"Sat, Sep 28, 2019 4:24 PM","Tongi, Gazipur","Tongi, Dhaka","30000 Sqft fully ready and non-bonded commercial ware house located in Tongi, Gazipura. Fully secured and protected with professional security guard, CC Camera and others equipment etc. loading - unloading facilities,  Please call only for foreign or multinational, corporate organization for warehouse or factory.",Yes,No,,"Sat, Sep 28, 2019 4:24 PM",,1,5 Slot,Vacant,650000.00 BDT,Commercial,116,30000,Warehouse,https://propertyfinderbd.com/property-details/116,Rent,,,"30000 sqft warehouse available for rent at Tongi, Gazipur",4
"Sun, Sep 29, 2019 5:32 AM","Gazipura, Tongi, Gazipur","Tongi, Dhaka","30000 Sqft fully ready and  commercial factory shade /ware house located in Tongi, Gazipura. Fully secured and protected with professional security guard, CC Camera and others equipment etc. loading - unloading facilities, Please call only for foreign or multinational, corporate organization for warehouse or factory.",Yes,Partial,,"Sun, Sep 29, 2019 5:32 AM",,1,4 Slot,Vacant,750000.00 BDT,Commercial,117,30000,Factory Shade,https://propertyfinderbd.com/property-details/117,Rent,,,"30000 sqft factory shade available for rent at Tongi, Gazipur",5
"Sun, Sep 29, 2019 6:31 AM",Tejgoan,"Tejgaon, Dhaka","12,000 sft Commercial Office Open Space At Tejgoan, open office space at Ground floor with 3 executive toilet, pantry, in fornt of the office nice garden , floor finished by wooden tiles, bright, modern fire fitting system, Parking 3/4 Slot etc.",,No,,"Sun, Sep 29, 2019 6:31 AM",,1,5 Slot,Vacant,960000.00 BDT,Commercial,118,12000,Office,https://propertyfinderbd.com/property-details/118,Rent,Yes,,"12000 sqft commercial space avaiable for rent at Tejgoan, Dhaka",5
"Wed, Oct 9, 2019 6:53 AM",Banani,"Banani, Dhaka","5000 sft  apartment rent for office at Banani with 4 room, 4 bathroom, kitchen, open floor area, 2 car parking, 24 ours generator & lift facilities, rooftop swimming pool, back-up generator etc.
 
 Inside apartment also very bright & airy, please contact only for foreigners office.",Yes,Partial,,"Wed, Oct 9, 2019 6:53 AM",Yes,4,2 Slot,Vacant,320000.00 BDT,Residential,119,5000,Apartment Office,https://propertyfinderbd.com/property-details/119,Rent,Yes,,5000 sqft Office Space Banani,6
"Tue, Mar 19, 2019 9:19 AM",Banani,"Banani, Dhaka","2200 sft apartment rent for office at Banani 3 bedroom, 3 bathroom, kitchen, drawing, dining area, 1 car parking,  generator & lift facilities  back-up generator etc.",,Partial,,"Tue, Mar 19, 2019 9:19 AM",Yes,1,1 Slot,Vacant,85000.00 BDT,Residential,106,2200,Apartment,https://propertyfinderbd.com/property-details/106,Rent,,,2200 Sqft Apartment Rent For Office,1
"Sun, May 19, 2019 6:00 AM","Uttara, Sector # 9","Uttara, Dhaka","Fully Furnished Apartment rent  at Uttara with 3 bed, 3 bath, Drawing, Dining, Kitchen, Servant room, fully air conditioner, beds, dining table with 6 chairs, fridge,  2 burner gas cooker, sofa set, washing machine, cupboard etc.

Please call only for foreigner's residence.",,Partial,,"Sun, May 19, 2019 6:00 AM",Yes,2,1 Slot,Vacant,65000.00 BDT,Residential,109,1750,Apartment,https://propertyfinderbd.com/property-details/109,Rent,,,Full Furnished Apartment Rent AT Uttara,3
"Tue, Apr 30, 2019 6:28 AM",Gulshan North,"Gulshan, Dhaka","2500 sft luxurious semi furnished apartment rent at Gulshan North  with  calm & quiet area, fully air-conditioned & generator support, 3 bedroom, 3 bathroom, build-in cabinet in the all bedrooms & kitchen area, 2 car parking, 24 ours generator & lift facilities  etc.

Please call only for foreigner’s residence.",Yes,Partial,,"Tue, Apr 30, 2019 6:28 AM",Yes,1,2 Slot,Vacant,100000.00 BDT,Residential,107,2500,Apartment,https://propertyfinderbd.com/property-details/107,Rent,Yes,,2500 Sqft  Apartment Rent In Gulshan North,3
"Mon, May 20, 2019 10:38 AM",Baridhara,"Baridhara, Dhaka","2800 sft luxurious full furnished apartment rent at Baridhara  with nice lake view, calm & quiet area, fully air-conditioned & generator support, lake side balcony, 3 bedroom, 3 bathroom, build-in cabinet in the all bedrooms & kitchen area, 2 car parking, 24 ours generator & lift facilities. partial back-up generator etc.

Please call only for foreigner’s residence.",,Partial,,"Mon, May 20, 2019 10:38 AM",Yes,1,2 Slot,Vacant,170000.00 BDT,Residential,110,2800,Apartment,https://propertyfinderbd.com/property-details/110,Rent,,,2800 sqft fully furnished apartment rent in Baridhara,3
"Wed, Jul 3, 2019 10:28 AM","Kalurghat, Chittagong.","Kalurghat, Chittagong","31000 Sqft fully ready and non-bonded commercial ware house located in Kalurghat, Chittagong. Fully secured and protected with professional security guard, CC Camera and others equipment etc.  loading - unloading facilities, fork lift facilities .

Please call only for foreign or multinational organization.",Yes,Full Backup,,"Wed, Jul 3, 2019 10:28 AM",,1,3 Slot,Vacant,1250000.00 BDT,Commercial,112,31000,Warehouse,https://propertyfinderbd.com/property-details/112,Rent,,,"31000 Sqft Ware House Available For Rent  In Kalurghat, Chittagong.",4
"Tue, May 21, 2019 9:26 AM",Baridhara,"Baridhara, Dhaka","3700 sft luxurious semi furnished apartment rent at Baridhara with calm & quiet area, fully air-conditioned & generator support, lake side balcony, 4 bedroom, 4 bathroom, build-in cabinet in the all bedrooms & kitchen area, 2 car parking, 24 ours generator & lift facilities. 100% back-up generator etc.

Please call only for foreigner’s residence.",Yes,Full Backup,,"Tue, May 21, 2019 9:26 AM",Yes,5,2 Slot,Vacant,250000.00 BDT,Residential,111,3700,Apartment,https://propertyfinderbd.com/property-details/111,Rent,Yes,,Semi Furnished Luxurious Apartment Rent In Baridhara,4
"Wed, Jul 24, 2019 6:14 AM","Dhaka-Mymensing Hay-way Road, Uttara , Dhaka.","Uttara, Dhaka","23,000 square feet  open space ,1st floor, suitable for show-room, bank, insurance etc.
Free space available in ground floor for your  own generator setup 
24 hours CCTV surveillance coverage 
 With full Decoration",,No,,"Wed, Jul 24, 2019 6:14 AM",Yes,1,1 Slot,Vacant,150000.00 BDT,Commercial,113,2300,Show-room,https://propertyfinderbd.com/property-details/113,Rent,,,"2300 Sqft 1st Floor Commercial Space for Showroom available in Uttara, Dhaka",2
"Mon, Oct 22, 2018 8:15 AM","Niketon, Gulshan 1","Niketan, Dhaka","6000 sft office space of 2 floors in 6 Storied Building With Open Space Available For Rent  At Niketon, Gulshan -1. Every floor 3000 sft with fully open space with 4 bathroom, , pantry, nice views, floor finished by mirror polish tiles, bright, lift, generator etc.  We are looking tenant like NGO, foreign garments buying office, donor agency, local corporate office etc.",Yes,Partial,,"Mon, Oct 22, 2018 8:15 AM",Yes,4,3 Slot,Vacant,300000.00 BDT,Residential,89,6000,Apartment Office,https://propertyfinderbd.com/property-details/89,Rent,Yes,,"6000 Sqft Office Space Available For Rent In Niketon , Gulshan One",3
"Sun, Oct 14, 2018 8:21 AM",Bashundhara,"Bashundhara Residential Area, Dhaka","1800 Sqft Fully Furnished Luxurious Apartment  with 3 bed, 3 bath, Drawing, Dining, Kitchen, Servant room, fully air conditioner,  modern beds, dining table with 6 chairs, fridge, gas oven 4 burner, sofa set, washing machine, cupboard etc. All furniture is European Standard.
Please contact for foreigners residence only.",Yes,Partial,,"Sun, Oct 14, 2018 8:21 AM",Yes,3,1 Slot,Vacant,100000.00 BDT,Residential,87,1800,Apartment,https://propertyfinderbd.com/property-details/87,Rent,Yes,,"1800 Sqft Fully Furnished Luxurious Apartment Rent At Bashundhara, Dhaka",3
"Tue, Oct 30, 2018 11:16 AM",Gulshan North,"Gulshan, Dhaka","The property, located at Gulshan North, is a standalone building, constructed of brick, with 2.5 floors and 9,000 square feet in size. The interior floors are tile, and walls are constructed of brick. There are five closed bedrooms and five bathrooms, plus 2 office spaces located on the ground and first floors. The second floor includes a large open room, with an attached rooftop terrace. The perimeter is secured by a high surrounding brick wall. The property is surrounded by a garden. There is also a concrete pad and shelter to accommodate a large backup generator, located in the back garden. Adjacent to the main structure is a smaller standalone building, constructed of brick and consisting of two floors.",,No,,"Tue, Oct 30, 2018 11:16 AM",,3,6 Slot,Vacant,750000.00 BDT,Residential,94,9000,Duplex House,https://propertyfinderbd.com/property-details/94,Rent,,,9000 Sqft 3 Storied Independent House Rent In Gulshan North,5
"Wed, Dec 5, 2018 11:17 AM",Gulshan,"Gulshan, Dhaka","2000 sft luxurious semi furnished apartment rent at Gulshan with nice lake view, fully air-conditioned & generator support, lake side balcony, 3 bedroom, 3 bathroom, build-in cabinet in the all bedrooms & kitchen area, 1 car parking, 24 ours generator & lift facilities. 100% back-up generator etc.",Yes,Full Backup,Yes,"Wed, Dec 5, 2018 11:17 AM",Yes,7,1 Slot,Vacant,100000.00 BDT,Residential,96,2000,Apartment,https://propertyfinderbd.com/property-details/96,Rent,Yes,,2000 Sqft Fully Furnished Apartment Rent In Gulshan Two,3
"Wed, Jan 30, 2019 11:15 AM",Gulshan South Avenue,"Gulshan One, Dhaka","Fully Commercial Building according to RAJUK new rules at Gulshan South Avenue, 7470 sft open office space at 7th floor with 3 executive toilet, pantry, nice views, floor finished by mirror polish tiles, bright, 3lifts, emergency stair case, modern fire fitting system, 3 car parking facilities etc.",Yes,Full Backup,Yes,"Wed, Jan 30, 2019 11:15 AM",Yes,7,3 Slot,Vacant,1270000.00 BDT,Commercial,98,7470,Open Floor,https://propertyfinderbd.com/property-details/98,Rent,Yes,,7470 Sqft Commercial Space Available For Rent In Gulshan South Avenue,
